,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,18.0,0.3,1.00,1,18.0,1,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,277.0,239.6,5.00,1,277.0,1,301.9,238.6,7.90,21,301.9,21,189.2,153.7,3.67,15,189.2,15,0.0,0.0,0.00,0,0.0,0,158.5,117.4,6.45,11,158.5,11,370.9,305.7,11.29,7,370.9,7,277.0,239.6,5.00,1,277.0,1,0.0,0.0,0.00,0,0.0,0
2,1800,510.2,397.2,11.92,12,457.4,36,409.6,333.2,12.10,21,409.6,21,277.3,228.6,5.29,17,277.3,17,563.1,482.2,9.00,1,0.0,0,179.0,142.9,5.50,8,179.0,8,497.2,374.5,22.30,23,497.2,23,510.0,397.2,11.92,12,457.3,36,563.1,482.2,9.00,1,0.0,0
3,2400,616.3,502.6,17.06,16,540.0,64,663.2,495.8,42.00,21,663.2,21,394.9,324.4,8.91,23,394.9,23,873.2,651.9,33.50,8,871.7,7,202.3,159.4,6.44,9,202.3,9,644.6,490.7,39.70,10,644.6,10,616.2,502.6,17.06,16,539.7,64,873.2,651.9,33.50,8,871.7,7
4,3000,838.0,643.6,42.58,12,539.8,60,971.5,749.4,73.42,24,971.5,24,449.2,365.9,13.59,29,449.2,29,976.1,774.4,40.67,6,1018.8,4,393.4,336.5,10.89,9,393.4,9,739.8,568.4,44.93,15,739.8,15,837.8,643.6,42.58,12,539.8,60,976.1,774.4,40.67,6,1018.8,4
5,3600,994.7,786.4,63.67,12,547.3,60,1236.6,988.7,88.50,8,1236.6,8,508.4,428.9,16.67,24,508.4,24,1083.6,868.5,43.83,6,1232.1,4,663.4,591.2,17.00,4,663.4,4,911.5,711.1,54.53,19,911.5,19,994.6,786.4,63.67,12,547.2,60,1083.6,868.5,43.83,6,1232.1,4
6,Total,721.8,569.9,32.00,53,527.3,221,646.8,503.3,39.30,96,646.8,96,387.6,320.0,10.59,108,387.6,108,947.9,740.7,37.33,21,1007.0,15,273.0,225.9,8.27,41,273.0,41,660.7,509.4,36.47,74,660.7,74,721.6,569.9,32.00,53,527.2,221,947.9,740.7,37.33,21,1007.0,15
