,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2,180,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
3,240,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
4,300,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
5,360,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
6,420,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
7,480,0.0,0,0.0,0,0.0,0,0.0,0,436.4,3,0.0,0,0.0,0,0.0,0
8,540,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
9,600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
10,660,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
11,720,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
12,780,0.0,0,669.2,9,0.0,0,0.0,0,619.4,3,724.6,2,0.0,0,0.0,0
13,840,0.0,0,0.0,0,0.0,0,0.0,0,617.3,1,779.4,3,0.0,0,0.0,0
14,900,0.0,0,0.0,0,801.2,2,0.0,0,0.0,0,708.9,1,0.0,0,0.0,0
15,960,0.0,0,734.8,10,0.0,0,0.0,0,624.5,3,779.1,1,0.0,0,0.0,0
16,1020,0.0,0,739.7,1,886.0,4,1000.9,1,687.6,3,788.5,2,0.0,0,999.7,1
17,1080,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
18,1140,1117.3,1,811.7,8,993.3,5,0.0,0,843.6,2,911.9,1,0.0,0,0.0,0
19,1200,0.0,0,0.0,0,1033.7,1,0.0,0,0.0,0,891.5,6,0.0,0,0.0,0
20,1260,0.0,0,0.0,0,1041.4,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
21,1320,0.0,0,848.3,9,0.0,0,0.0,0,793.3,1,894.5,2,0.0,0,0.0,0
22,1380,0.0,0,0.0,0,1016.2,5,0.0,0,0.0,0,889.6,1,1366.7,1,0.0,0
23,1440,0.0,0,888.0,1,1071.4,1,0.0,0,0.0,0,1062.5,2,0.0,0,0.0,0
24,1500,1286.1,4,907.9,8,1041.6,1,0.0,0,760.7,2,960.9,1,0.0,0,0.0,0
25,1560,1352.4,1,1009.8,1,924.9,1,0.0,0,976.3,2,1035.4,3,0.0,0,0.0,0
26,1620,1454.1,1,1027.8,1,1045.6,4,1233.5,1,0.0,0,1028.4,1,0.0,0,1232.1,1
27,1680,1423.5,4,957.8,11,921.5,1,0.0,0,1046.4,2,1024.3,2,0.0,0,0.0,0
