,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
28,1740,0.0,0,0.0,0,1227.1,1,0.0,0,654.0,2,1181.3,2,0.0,0,0.0,0
29,1800,1583.0,1,0.0,0,1186.6,2,1549.9,1,0.0,0,1134.7,2,0.0,0,0.0,0
30,1860,1727.0,1,1355.8,3,1290.3,1,1522.9,1,0.0,0,1132.5,2,1495.7,1,0.0,0
31,1920,1641.4,3,0.0,0,1333.7,4,0.0,0,0.0,0,1207.4,4,0.0,0,0.0,0
32,1980,0.0,0,1435.9,1,0.0,0,0.0,0,819.4,2,1317.9,1,0.0,0,0.0,0
33,2040,1843.8,3,1367.5,2,1365.2,8,1669.3,1,954.8,2,1162.4,1,0.0,0,0.0,0
34,2100,0.0,0,0.0,0,0.0,0,1578.5,1,0.0,0,1325.5,1,0.0,0,0.0,0
35,2160,1818.7,4,1500.5,2,1392.3,10,1785.3,2,888.6,5,0.0,0,1390.9,1,0.0,0
36,2220,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1235.1,1,0.0,0,0.0,0
37,2280,1908.7,6,0.0,0,1443.7,7,0.0,0,946.4,1,1317.3,1,0.0,0,0.0,0
38,2340,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1359.8,6,0.0,0,0.0,0
39,2400,2055.5,2,0.0,0,1434.1,9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
40,2460,0.0,0,0.0,0,0.0,0,1833.6,3,0.0,0,1359.5,3,0.0,0,0.0,0
41,2520,2092.5,5,0.0,0,1500.4,5,1756.4,2,0.0,0,1364.0,2,1418.2,1,1772.0,1
42,2580,1960.3,1,1771.5,7,1289.1,1,0.0,0,861.2,1,1390.5,1,0.0,0,0.0,0
43,2640,2143.9,1,1700.9,10,1477.8,5,0.0,0,1066.3,2,1330.5,1,0.0,0,0.0,0
44,2700,0.0,0,1806.3,1,1522.3,2,1748.4,3,0.0,0,1486.9,4,0.0,0,1590.4,1
45,2760,0.0,0,1751.7,1,1646.0,2,1882.3,2,986.9,5,1424.5,1,0.0,0,0.0,0
46,2820,2094.2,1,0.0,0,1555.2,5,0.0,0,1184.4,2,1426.2,5,0.0,0,0.0,0
47,2880,0.0,0,0.0,0,0.0,0,1909.3,1,0.0,0,1386.0,2,0.0,0,0.0,0
48,2940,2182.8,3,1749.2,7,1613.5,8,0.0,0,0.0,0,0.0,0,1445.2,1,0.0,0
49,3000,0.0,0,0.0,0,0.0,0,1916.6,1,0.0,0,0.0,0,0.0,0,0.0,0
50,3060,2242.7,4,1792.9,7,1563.5,7,0.0,0,0.0,0,1505.3,4,0.0,0,0.0,0
51,3120,0.0,0,1902.1,2,0.0,0,0.0,0,0.0,0,1520.4,3,0.0,0,0.0,0
52,3180,2379.9,2,1693.3,4,1808.5,4,0.0,0,1316.3,3,0.0,0,0.0,0,0.0,0
53,3240,0.0,0,1706.5,5,0.0,0,0.0,0,1289.5,4,1661.8,5,0.0,0,0.0,0
54,3300,2330.0,2,0.0,0,1687.8,8,2221.9,2,0.0,0,1565.5,5,1472.6,1,0.0,0
55,3360,0.0,0,1929.0,8,0.0,0,2259.1,1,0.0,0,0.0,0,0.0,0,0.0,0
56,3420,2311.4,1,2485.5,3,1962.0,2,0.0,0,0.0,0,1533.5,7,0.0,0,0.0,0
57,3480,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1520.7,1,0.0,0,0.0,0
58,3540,0.0,0,1879.1,4,0.0,0,2375.6,1,1488.3,2,0.0,0,0.0,0,0.0,0
59,3600,2488.4,2,0.0,0,1913.8,3,2331.5,1,0.0,0,1566.6,2,0.0,0,0.0,0
60,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
