,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,115.2,98.1,3.00,2,115.2,2,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,203.0,154.7,6.00,2,203.0,2,152.4,97.1,6.50,6,152.4,6,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,236.1,143.0,10.50,2,236.1,2,306.1,229.4,10.40,30,306.1,30,242.1,182.3,6.65,20,242.1,20,313.8,197.7,11.50,2,361.7,1,235.4,179.5,9.83,12,235.4,12,247.3,164.4,9.36,14,247.3,14,236.1,143.0,10.50,2,236.1,2,313.8,197.7,11.50,2,361.7,1
2,1800,432.2,302.9,15.78,18,415.0,42,323.9,237.3,12.00,36,323.9,36,275.4,206.2,8.17,12,275.4,12,417.9,305.1,14.63,8,487.0,6,142.5,107.8,3.83,6,142.5,6,280.4,195.2,13.74,19,280.4,19,432.2,302.9,15.78,18,415.0,42,417.9,305.1,14.63,8,487.0,6
3,2400,491.1,358.3,16.11,19,399.8,67,301.4,215.5,11.48,29,301.4,29,306.8,233.1,10.14,37,306.8,37,391.9,284.4,15.22,9,432.0,7,204.5,150.9,7.06,16,204.5,16,290.2,200.3,14.88,17,290.2,17,491.1,358.3,16.11,19,399.8,67,391.9,284.4,15.22,9,432.0,7
4,3000,433.4,306.1,14.10,20,459.7,68,373.1,253.6,21.26,23,373.1,23,321.1,254.1,8.83,23,321.1,23,485.7,312.9,25.73,11,513.5,10,196.9,141.5,7.67,9,196.9,9,356.5,239.5,21.57,21,356.5,21,433.3,306.1,14.10,20,459.7,68,485.7,312.9,25.73,11,513.5,10
5,3600,545.3,380.3,27.39,31,494.8,55,356.2,242.4,22.84,31,356.2,31,335.4,252.9,9.61,23,335.4,23,478.7,352.7,20.89,9,548.1,7,303.3,236.5,12.90,10,303.3,10,345.1,246.5,20.70,20,345.1,20,545.2,380.3,27.35,31,494.7,55,478.7,352.7,20.89,9,548.1,7
6,Total,479.5,338.4,19.36,90,440.9,234,327.4,233.2,15.10,151,327.4,151,300.8,229.6,8.96,115,300.8,115,439.7,308.0,19.18,39,492.9,31,221.1,166.6,8.44,55,221.1,55,299.3,205.8,15.99,97,299.3,97,479.4,338.4,19.34,90,440.8,234,439.7,308.0,19.18,39,492.9,31
