,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
29,1800,1180.1,8,656.1,5,874.6,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
30,1860,1172.7,1,682.2,1,864.0,6,1237.4,2,0.0,0,620.7,2,1472.7,1,0.0,0
31,1920,0.0,0,628.7,6,878.6,3,1193.2,2,540.7,1,592.5,2,0.0,0,1180.7,1
32,1980,0.0,0,636.3,1,889.4,2,1156.7,1,567.2,4,598.3,4,0.0,0,0.0,0
33,2040,0.0,0,645.6,3,827.4,2,0.0,0,591.5,2,564.3,2,0.0,0,0.0,0
34,2100,0.0,0,0.0,0,880.4,3,1163.4,2,0.0,0,0.0,0,0.0,0,0.0,0
35,2160,1236.6,2,588.6,3,848.3,7,0.0,0,616.9,2,638.7,1,1423.6,1,0.0,0
36,2220,1221.0,1,571.9,8,892.8,1,1179.9,2,590.2,1,563.4,1,0.0,0,1137.9,1
37,2280,1133.9,2,606.1,3,819.7,2,0.0,0,614.5,5,644.1,2,0.0,0,0.0,0
38,2340,1187.0,4,0.0,0,838.6,3,0.0,0,564.3,3,603.0,1,0.0,0,0.0,0
39,2400,1100.1,2,570.4,3,838.0,4,0.0,0,600.8,3,633.2,3,0.0,0,0.0,0
40,2460,0.0,0,580.6,2,833.4,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
41,2520,0.0,0,639.9,4,0.0,0,0.0,0,595.9,2,684.8,3,0.0,0,0.0,0
42,2580,1132.5,1,0.0,0,889.3,3,1317.4,2,0.0,0,703.9,2,1467.3,1,0.0,0
43,2640,1225.3,3,642.8,5,895.5,3,1262.1,2,566.0,2,669.4,7,0.0,0,1181.8,1
44,2700,1276.3,2,631.8,4,0.0,0,0.0,0,677.7,1,647.6,2,0.0,0,0.0,0
45,2760,1197.7,3,640.7,5,879.8,6,1156.2,1,578.7,2,606.7,2,0.0,0,0.0,0
46,2820,1286.0,1,0.0,0,903.9,3,1197.2,1,579.0,2,595.1,2,0.0,0,0.0,0
47,2880,1224.6,3,0.0,0,885.7,3,1211.9,2,0.0,0,640.7,2,1425.2,1,0.0,0
48,2940,0.0,0,705.2,7,875.4,1,1139.3,1,0.0,0,638.7,2,0.0,0,1138.1,1
49,3000,1190.6,7,672.3,1,884.3,3,0.0,0,630.0,1,0.0,0,0.0,0,0.0,0
50,3060,1241.1,3,0.0,0,849.3,5,1216.2,4,657.9,1,652.8,1,0.0,0,0.0,0
51,3120,1192.6,4,663.4,7,0.0,0,1245.0,4,0.0,0,629.4,2,0.0,0,0.0,0
52,3180,0.0,0,583.7,3,0.0,0,0.0,0,563.9,1,651.0,2,0.0,0,0.0,0
53,3240,0.0,0,585.3,4,881.1,7,0.0,0,632.2,1,641.5,1,0.0,0,0.0,0
54,3300,1220.7,4,0.0,0,913.8,2,1121.0,1,0.0,0,643.5,3,1467.5,1,0.0,0
55,3360,1277.2,2,584.2,4,924.0,1,0.0,0,529.9,1,664.3,2,0.0,0,0.0,0
56,3420,1285.2,6,572.3,2,868.9,2,1268.3,1,624.4,2,707.3,1,0.0,0,0.0,0
57,3480,1286.3,4,583.1,3,876.8,5,1275.6,2,674.8,1,715.2,1,0.0,0,1259.1,1
58,3540,1224.5,1,0.0,0,890.1,2,0.0,0,561.0,1,749.7,2,0.0,0,0.0,0
59,3600,1256.1,3,550.6,2,841.9,2,0.0,0,625.3,1,783.1,1,1430.7,1,0.0,0
60,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
