,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2,180,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
3,240,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
4,300,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
5,360,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
6,420,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
7,480,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
8,540,0.0,0,496.6,2,0.0,0,0.0,0,0.0,0,485.0,1,0.0,0,0.0,0
9,600,0.0,0,512.9,2,0.0,0,0.0,0,579.9,1,497.1,3,0.0,0,0.0,0
10,660,0.0,0,0.0,0,0.0,0,0.0,0,585.4,1,505.4,2,0.0,0,0.0,0
11,720,0.0,0,537.1,3,674.9,1,0.0,0,0.0,0,468.9,1,0.0,0,0.0,0
12,780,0.0,0,549.2,5,0.0,0,0.0,0,603.8,4,521.3,1,0.0,0,0.0,0
13,840,0.0,0,566.1,3,697.3,2,0.0,0,671.6,2,0.0,0,0.0,0,0.0,0
14,900,0.0,0,0.0,0,726.2,3,0.0,0,0.0,0,518.2,6,0.0,0,0.0,0
15,960,0.0,0,596.0,4,790.1,2,0.0,0,594.1,1,445.8,1,0.0,0,0.0,0
16,1020,0.0,0,590.8,8,800.1,2,0.0,0,560.2,2,598.5,1,0.0,0,0.0,0
17,1080,0.0,0,570.9,4,766.1,3,0.0,0,602.7,3,0.0,0,0.0,0,0.0,0
18,1140,1106.1,1,0.0,0,817.2,4,0.0,0,0.0,0,570.3,3,0.0,0,0.0,0
19,1200,0.0,0,571.5,4,816.6,3,0.0,0,571.9,1,567.6,1,0.0,0,0.0,0
20,1260,0.0,0,568.0,3,794.9,1,0.0,0,535.9,1,596.7,2,0.0,0,0.0,0
21,1320,0.0,0,571.7,5,826.3,2,1221.3,2,669.9,1,0.0,0,0.0,0,1259.3,1
22,1380,1133.0,4,0.0,0,0.0,0,1174.8,2,0.0,0,633.8,5,0.0,0,0.0,0
23,1440,1142.2,3,550.4,5,838.0,1,0.0,0,564.5,2,569.1,5,1432.7,1,0.0,0
24,1500,0.0,0,567.4,2,0.0,0,0.0,0,609.1,3,0.0,0,0.0,0,0.0,0
25,1560,1143.2,4,597.0,6,854.7,3,1141.2,1,637.1,1,619.2,1,0.0,0,1139.7,1
26,1620,1107.8,3,0.0,0,933.4,1,1227.7,1,554.0,1,604.3,3,0.0,0,0.0,0
27,1680,1150.7,3,599.8,5,0.0,0,1158.0,1,0.0,0,549.4,2,0.0,0,0.0,0
28,1740,0.0,0,621.5,5,817.3,1,0.0,0,564.9,1,529.4,1,0.0,0,0.0,0
