,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,91.9,74.6,2.50,2,91.9,2,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,0.0,0.0,0.00,0,0.0,0,249.1,195.2,7.52,33,249.1,33,229.6,168.2,9.38,16,229.6,16,0.0,0.0,0.00,0,0.0,0,143.5,114.4,4.43,14,143.5,14,211.5,148.9,8.63,16,211.5,16,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
2,1800,408.9,299.3,13.88,17,480.9,41,342.5,256.4,12.78,36,342.5,36,253.7,179.9,9.05,20,253.7,20,473.5,364.4,20.00,7,515.8,5,139.3,104.1,5.08,12,139.3,12,383.7,286.9,17.85,20,383.7,20,408.8,299.3,13.88,17,480.8,41,473.5,364.4,20.00,7,515.8,5
3,2400,572.4,413.1,18.47,17,502.5,65,442.7,307.1,26.62,37,442.7,37,352.0,265.7,13.82,38,352.0,38,674.2,520.2,35.50,8,768.7,6,156.4,116.6,4.20,15,156.4,15,527.1,377.7,35.69,13,527.1,13,572.2,413.1,18.47,17,502.5,65,674.2,520.2,35.50,8,768.7,6
4,3000,707.0,486.7,38.14,21,516.8,69,545.9,350.4,52.00,18,545.9,18,400.8,301.1,18.39,28,400.8,28,809.0,589.8,64.80,5,809.0,5,144.3,98.0,5.93,15,144.3,15,657.1,438.8,62.27,22,657.1,22,706.8,486.7,38.14,21,516.7,69,809.0,589.8,64.80,5,809.0,5
5,3600,822.9,576.3,56.72,25,705.5,49,779.5,527.2,71.46,26,779.5,26,413.0,309.3,20.03,29,413.0,29,904.7,641.3,77.07,15,933.9,13,118.3,82.2,3.55,11,118.3,11,777.0,545.5,73.45,20,777.0,20,822.6,576.3,56.72,25,705.4,49,904.7,641.3,77.07,15,933.9,13
6,Total,651.3,459.2,34.61,80,547.4,224,446.8,313.7,29.91,150,446.8,150,346.0,257.9,14.90,131,346.0,131,752.1,550.9,54.40,35,806.1,29,140.2,103.2,4.62,69,140.2,69,526.5,369.2,41.74,91,526.5,91,651.0,459.2,34.61,80,547.3,224,752.1,550.9,54.40,35,806.1,29
