,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,600,0.0,0,0.0,0,0.0,0,0.0,0,522.9,1,0.0,0,0.0,0,0.0,0
1,1200,0.0,0,749.2,24,827.7,16,1150.7,1,607.1,15,679.5,13,0.0,0,1149.5,1
2,1800,1262.4,19,774.4,27,888.4,19,1226.8,8,593.2,7,790.4,22,1512.7,1,1058.3,2
3,2400,1323.0,12,852.5,39,925.5,23,1391.7,7,613.9,15,830.8,11,1524.6,2,1221.0,1
4,3000,1452.6,16,869.7,15,1025.0,31,1374.5,6,602.5,6,921.7,19,1506.7,2,1098.6,2
5,3600,1517.2,24,1027.8,19,1019.0,22,1420.1,16,657.0,11,937.1,23,1507.5,1,1123.3,2
6,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
