,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
29,1800,1293.8,4,0.0,0,901.4,4,1229.2,2,0.0,0,846.1,3,0.0,0,1043.3,1
30,1860,1195.6,1,857.7,11,893.7,3,0.0,0,538.0,1,0.0,0,0.0,0,0.0,0
31,1920,0.0,0,0.0,0,0.0,0,1311.5,1,0.0,0,918.4,3,0.0,0,0.0,0
32,1980,1348.2,5,896.8,1,944.1,9,0.0,0,0.0,0,0.0,0,1566.8,1,0.0,0
33,2040,0.0,0,969.1,2,0.0,0,1509.8,2,564.6,3,907.3,2,0.0,0,0.0,0
34,2100,1373.9,3,0.0,0,944.7,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
35,2160,0.0,0,965.8,8,920.9,2,0.0,0,610.1,4,0.0,0,0.0,0,0.0,0
36,2220,0.0,0,0.0,0,961.7,7,1323.8,3,0.0,0,875.1,4,1486.0,1,1096.0,1
37,2280,1330.9,1,999.8,7,891.6,3,0.0,0,624.7,6,0.0,0,0.0,0,0.0,0
38,2340,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
39,2400,1434.6,2,985.6,1,937.6,6,1436.4,1,0.0,0,924.4,3,0.0,0,0.0,0
40,2460,0.0,0,933.1,4,0.0,0,1587.3,1,701.5,6,1032.6,2,0.0,0,0.0,0
41,2520,1407.7,2,0.0,0,972.0,3,1020.1,1,0.0,0,0.0,0,0.0,0,1019.0,1
42,2580,1440.6,1,1004.8,8,0.0,0,0.0,0,639.0,2,0.0,0,0.0,0,0.0,0
43,2640,1513.5,2,0.0,0,947.8,7,0.0,0,0.0,0,983.9,5,1545.8,1,0.0,0
44,2700,1471.6,2,995.0,5,918.8,2,0.0,0,647.3,2,0.0,0,0.0,0,0.0,0
45,2760,0.0,0,0.0,0,0.0,0,1722.6,1,0.0,0,1111.8,1,0.0,0,0.0,0
46,2820,0.0,0,1048.5,4,921.1,8,1502.6,1,0.0,0,1073.7,1,0.0,0,0.0,0
47,2880,0.0,0,1011.4,2,0.0,0,1684.0,1,664.6,1,1046.1,3,0.0,0,0.0,0
48,2940,1522.1,8,0.0,0,948.7,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
49,3000,1534.4,1,1098.5,4,812.9,1,0.0,0,643.0,3,0.0,0,0.0,0,0.0,0
50,3060,1453.8,3,0.0,0,912.5,7,1689.2,1,0.0,0,1098.4,10,1605.8,1,0.0,0
51,3120,1465.5,1,1143.3,4,950.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
52,3180,0.0,0,0.0,0,0.0,0,1580.7,3,0.0,0,1055.1,3,0.0,0,0.0,0
53,3240,1497.3,3,1163.9,3,880.9,4,1336.8,1,0.0,0,1127.8,1,0.0,0,0.0,0
54,3300,0.0,0,1182.1,4,0.0,0,1493.2,1,618.3,3,1025.1,1,0.0,0,1492.1,1
55,3360,1588.4,3,0.0,0,919.7,7,1631.3,2,0.0,0,1139.9,2,1526.0,1,0.0,0
56,3420,1510.4,1,1144.6,8,0.0,0,0.0,0,591.6,4,0.0,0,0.0,0,0.0,0
57,3480,1610.6,5,0.0,0,998.1,2,1629.8,4,0.0,0,1150.2,4,0.0,0,0.0,0
58,3540,1603.0,2,1236.9,6,786.1,2,0.0,0,594.3,6,0.0,0,0.0,0,0.0,0
59,3600,0.0,0,0.0,0,0.0,0,1693.4,2,0.0,0,1118.2,2,0.0,0,0.0,0
60,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
