,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
29,1800,1330.5,2,0.0,0,783.1,1,1180.9,1,0.0,0,691.9,5,0.0,0,0.0,0
30,1860,1158.1,3,733.4,7,830.9,7,1218.2,2,0.0,0,0.0,0,1439.7,1,1135.9,1
31,1920,0.0,0,659.7,3,0.0,0,0.0,0,529.4,1,0.0,0,0.0,0,0.0,0
32,1980,1248.1,2,835.4,3,804.7,4,0.0,0,568.2,2,616.8,1,1201.9,1,0.0,0
33,2040,0.0,0,713.9,9,0.0,0,1321.3,1,571.0,4,655.5,3,0.0,0,0.0,0
34,2100,1182.9,1,0.0,0,821.4,6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
35,2160,0.0,0,641.4,1,0.0,0,0.0,0,545.8,2,716.2,3,0.0,0,0.0,0
36,2220,1256.6,4,651.7,7,874.7,5,1244.4,2,562.3,1,705.4,2,0.0,0,1122.0,1
37,2280,0.0,0,811.9,1,0.0,0,1427.0,1,0.0,0,0.0,0,0.0,0,0.0,0
38,2340,1216.8,4,709.0,3,830.1,9,0.0,0,635.2,2,0.0,0,1217.2,1,0.0,0
39,2400,0.0,0,673.9,5,0.0,0,1394.2,2,577.1,4,790.0,3,0.0,0,0.0,0
40,2460,1313.6,1,654.3,3,843.4,3,0.0,0,0.0,0,794.4,2,0.0,0,0.0,0
41,2520,0.0,0,0.0,0,0.0,0,1248.4,1,0.0,0,758.6,1,0.0,0,0.0,0
42,2580,1195.7,4,721.2,4,815.0,10,0.0,0,560.8,3,829.3,1,0.0,0,0.0,0
43,2640,0.0,0,715.8,2,0.0,0,1315.6,3,0.0,0,815.4,3,0.0,0,1166.6,1
44,2700,1221.6,6,0.0,0,815.5,5,0.0,0,0.0,0,801.1,4,1232.2,1,0.0,0
45,2760,1015.1,1,0.0,0,713.1,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
46,2820,1207.5,2,768.6,5,871.1,2,0.0,0,618.2,1,843.7,3,0.0,0,0.0,0
47,2880,1097.4,2,925.4,1,757.0,2,1310.7,1,0.0,0,792.2,2,0.0,0,0.0,0
48,2940,1329.7,3,826.3,4,843.1,4,1180.1,2,624.4,1,754.7,2,0.0,0,1082.5,1
49,3000,1205.0,1,761.9,7,885.0,1,1374.5,1,0.0,0,775.4,5,0.0,0,0.0,0
50,3060,1219.5,1,0.0,0,786.5,4,1349.8,1,690.1,1,787.1,2,1248.7,1,0.0,0
51,3120,1184.1,2,0.0,0,820.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
52,3180,1299.2,7,754.8,3,837.4,2,1355.6,4,543.0,2,838.8,1,0.0,0,0.0,0
53,3240,1191.7,3,0.0,0,836.5,5,1357.8,3,504.4,1,762.2,3,0.0,0,0.0,0
54,3300,1266.5,2,0.0,0,835.8,1,0.0,0,0.0,0,798.6,1,0.0,0,0.0,0
55,3360,1282.5,6,790.9,5,862.9,2,0.0,0,526.4,1,0.0,0,0.0,0,0.0,0
56,3420,0.0,0,856.1,5,884.4,1,1214.5,1,672.2,3,843.6,2,0.0,0,1213.2,1
57,3480,1251.1,4,0.0,0,823.6,5,0.0,0,0.0,0,800.8,3,1262.7,1,0.0,0
58,3540,0.0,0,729.6,6,0.0,0,0.0,0,616.9,3,0.0,0,0.0,0,0.0,0
59,3600,1241.1,4,829.1,3,809.9,2,1420.2,2,0.0,0,842.4,2,0.0,0,0.0,0
60,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
