,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2,180,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
3,240,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
4,300,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
5,360,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
6,420,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
7,480,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
8,540,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
9,600,0.0,0,557.8,2,0.0,0,0.0,0,545.4,1,538.2,3,0.0,0,0.0,0
10,660,0.0,0,564.6,2,0.0,0,0.0,0,627.9,1,0.0,0,0.0,0,0.0,0
11,720,0.0,0,0.0,0,654.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
12,780,0.0,0,616.2,1,0.0,0,0.0,0,570.3,2,648.0,2,0.0,0,0.0,0
13,840,0.0,0,627.8,8,716.4,3,0.0,0,605.4,5,658.5,1,0.0,0,0.0,0
14,900,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
15,960,0.0,0,0.0,0,756.7,6,0.0,0,490.6,1,647.0,3,0.0,0,0.0,0
16,1020,0.0,0,657.0,12,0.0,0,0.0,0,541.0,1,664.4,2,0.0,0,0.0,0
17,1080,1062.1,1,0.0,0,762.9,7,0.0,0,605.5,2,0.0,0,0.0,0,0.0,0
18,1140,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,684.7,4,0.0,0,0.0,0
19,1200,990.3,2,668.9,6,803.6,5,0.0,0,582.7,1,630.2,3,0.0,0,0.0,0
20,1260,0.0,0,0.0,0,0.0,0,1254.1,1,564.7,2,734.2,1,1203.4,1,1252.8,1
21,1320,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
22,1380,0.0,0,687.7,8,0.0,0,1250.2,1,0.0,0,685.9,3,0.0,0,0.0,0
23,1440,1146.6,6,0.0,0,792.7,4,1264.5,2,548.4,2,721.8,5,0.0,0,0.0,0
24,1500,1007.6,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
25,1560,1173.4,2,702.9,9,0.0,0,0.0,0,588.0,1,700.8,4,0.0,0,0.0,0
26,1620,1099.4,3,0.0,0,769.0,2,1236.7,2,672.5,1,716.8,2,0.0,0,1229.2,1
27,1680,1089.0,1,717.9,2,824.2,4,0.0,0,0.0,0,717.8,1,0.0,0,0.0,0
28,1740,1174.2,5,720.5,7,736.8,3,0.0,0,528.9,1,0.0,0,0.0,0,0.0,0
