,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,154.0,141.5,3.00,1,154.0,1,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,154.5,132.3,3.00,1,154.5,1,135.0,86.9,5.75,4,135.0,4,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,0.0,0.0,0.00,0,0.0,0,276.7,213.5,7.54,26,276.7,26,294.5,229.5,7.32,19,294.5,19,341.3,223.9,13.00,3,341.3,3,148.3,119.8,4.50,14,148.3,14,161.9,97.0,6.16,19,161.9,19,0.0,0.0,0.00,0,0.0,0,341.3,223.9,13.00,3,341.3,3
2,1800,460.5,341.2,12.63,19,429.7,43,308.6,230.7,10.09,35,308.6,35,280.0,216.9,6.79,14,280.0,14,281.1,199.8,8.33,6,239.6,5,121.4,95.6,3.70,10,121.4,10,176.3,109.8,7.33,18,176.3,18,460.4,341.2,12.63,19,429.6,43,281.1,199.8,8.33,6,239.6,5
3,2400,476.8,357.9,15.18,17,438.7,65,341.9,261.5,12.43,30,341.9,30,294.6,229.4,8.23,30,294.6,30,388.8,285.1,11.78,9,384.3,6,149.7,116.5,4.80,15,149.7,15,203.3,119.3,9.40,20,203.3,20,476.6,357.9,15.18,17,438.7,65,388.8,285.1,11.78,9,384.3,6
4,3000,529.5,399.2,17.81,21,467.8,69,363.9,270.8,15.23,30,363.9,30,371.1,287.8,10.48,29,371.1,29,401.3,275.4,17.50,10,402.0,9,123.8,91.1,3.55,11,123.8,11,286.8,178.4,18.56,18,286.8,18,529.5,399.2,17.81,21,467.8,69,401.3,275.4,17.50,10,402.0,9
5,3600,537.0,396.4,20.10,31,537.6,55,399.8,294.6,21.48,23,399.8,23,325.8,256.5,9.40,25,325.8,25,359.5,260.7,12.83,12,363.0,9,140.0,112.9,3.53,15,140.0,15,220.7,136.0,11.20,20,220.7,20,537.0,396.4,20.10,31,537.5,55,359.5,260.7,12.83,12,363.0,9
6,Total,507.1,377.7,16.99,88,469.1,232,334.6,251.8,12.94,145,334.6,145,318.5,248.2,8.72,117,318.5,117,363.4,258.0,13.10,40,356.7,32,138.7,109.2,4.05,66,138.7,66,206.4,126.1,10.28,99,206.4,99,507.0,377.7,16.99,88,469.1,232,363.4,258.0,13.10,40,356.6,32
