,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,40.6,31.8,1.50,2,40.6,2,107.4,77.4,4.00,1,107.4,1,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,0.0,0.0,0.00,0,0.0,0,262.2,211.9,7.46,26,262.2,26,247.0,204.8,5.31,16,247.0,16,310.8,239.4,8.00,1,0.0,0,127.3,103.2,4.00,14,127.3,14,264.9,215.8,7.06,16,264.9,16,0.0,0.0,0.00,0,0.0,0,310.8,239.4,8.00,1,0.0,0
2,1800,449.0,347.2,11.94,18,434.8,66,321.9,255.9,9.39,28,321.9,28,284.9,231.3,8.44,18,284.9,18,444.8,331.8,11.17,6,470.2,5,90.0,72.0,2.00,10,90.0,10,294.8,226.5,9.26,19,294.8,19,449.0,347.2,11.94,18,434.8,66,444.8,331.8,11.17,6,470.2,5
3,2400,521.5,416.9,15.35,17,477.7,41,341.4,273.8,10.26,35,341.4,35,356.8,287.0,10.00,30,356.8,30,398.6,320.8,12.10,10,431.6,8,124.2,97.7,3.63,16,124.2,16,292.1,230.9,10.38,16,292.1,16,521.4,416.9,15.35,17,477.7,41,398.6,320.8,12.10,10,431.6,8
4,3000,544.9,423.2,14.11,19,448.1,67,360.0,286.4,12.46,26,360.0,26,358.9,292.7,10.44,27,358.9,27,396.3,313.2,14.14,7,454.0,5,131.7,107.1,3.29,7,131.7,7,357.9,275.4,13.91,23,357.9,23,544.9,423.2,14.11,19,447.8,67,396.3,313.2,14.14,7,454.0,5
5,3600,570.0,450.4,17.69,32,479.9,80,333.2,260.6,10.52,25,333.2,25,360.0,296.1,8.77,22,360.0,22,530.1,422.1,20.23,13,566.2,11,113.6,90.8,3.00,11,113.6,11,409.3,315.5,21.50,16,409.3,16,570.0,450.4,17.69,32,479.9,80,530.1,422.1,20.23,13,566.2,11
6,Total,529.6,416.2,15.23,86,459.4,254,324.8,258.7,10.02,140,324.8,140,330.9,269.6,8.96,113,330.9,113,449.5,354.5,15.08,37,493.2,29,115.4,92.3,3.22,60,115.4,60,323.1,251.8,12.34,91,323.1,91,529.5,416.2,15.23,86,459.3,254,449.5,354.5,15.08,37,493.2,29
