,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,83.7,69.6,2.00,1,83.7,1,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,0.0,0.0,0.00,0,0.0,0,254.2,191.3,8.55,29,254.2,29,201.0,155.7,5.59,17,201.0,17,314.8,235.6,6.00,1,0.0,0,134.6,106.4,4.21,14,134.6,14,213.4,143.3,9.29,14,213.4,14,0.0,0.0,0.00,0,0.0,0,314.8,235.6,6.00,1,0.0,0
2,1800,425.3,324.8,12.24,17,432.9,41,261.3,185.8,9.25,36,261.3,36,276.8,229.6,6.73,11,276.8,11,375.7,254.5,11.33,6,467.2,4,135.2,113.6,3.11,9,135.2,9,337.7,245.0,13.25,20,337.7,20,425.0,324.8,12.18,17,432.8,41,375.7,254.5,11.33,6,467.2,4
3,2400,521.3,400.4,12.56,18,566.0,66,334.8,236.6,14.24,34,334.8,34,300.6,243.5,7.24,29,300.6,29,450.4,323.3,19.63,8,477.3,7,126.9,99.5,3.41,17,126.9,17,373.7,266.8,19.10,10,373.7,10,521.2,400.4,12.56,18,566.0,66,450.4,323.3,19.63,8,477.3,7
4,3000,580.2,429.8,17.74,19,525.0,43,324.9,234.9,14.52,31,324.9,31,368.2,296.4,10.90,29,368.2,29,589.4,419.7,45.50,6,637.8,5,141.5,119.3,2.86,7,141.5,7,491.6,343.9,40.22,23,491.6,23,580.2,429.8,17.74,19,525.0,43,589.4,419.7,45.50,6,637.8,5
5,3600,599.2,461.6,21.00,26,564.7,74,337.8,248.3,13.69,26,337.8,26,428.5,336.9,16.86,21,428.5,21,562.9,366.0,51.75,12,654.6,9,132.2,103.9,4.17,12,132.2,12,562.1,361.0,64.76,17,562.1,17,599.1,461.6,21.00,26,564.6,74,562.9,366.0,51.75,12,654.6,9
6,Total,540.2,411.2,16.46,80,533.3,224,301.4,218.1,11.99,156,301.4,156,325.8,260.8,9.80,107,325.8,107,498.9,341.2,34.09,33,571.6,25,132.0,105.9,3.62,60,132.0,60,408.8,281.2,31.10,84,408.8,84,540.1,411.2,16.45,80,533.3,224,498.9,341.2,34.09,33,571.6,25
