,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,101.1,82.6,2.50,2,101.1,2,81.0,50.7,3.00,3,81.0,3,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,0.0,0.0,0.00,0,0.0,0,258.9,201.3,8.22,23,258.9,23,236.4,161.3,9.88,8,236.4,8,0.0,0.0,0.00,0,0.0,0,101.6,78.1,2.36,14,101.6,14,287.3,216.0,9.08,12,287.3,12,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
2,1800,512.7,400.2,14.23,13,479.4,37,454.6,347.8,18.60,30,454.6,30,344.4,277.9,9.29,28,344.4,28,478.0,371.4,15.67,6,533.3,4,134.3,97.3,4.50,12,134.3,12,433.6,330.1,17.67,24,433.6,24,512.7,400.2,14.23,13,479.4,37,478.0,371.4,15.67,6,533.3,4
3,2400,658.7,509.4,20.69,16,505.9,64,616.2,444.1,35.67,3,616.2,3,472.1,391.6,12.70,27,472.1,27,666.3,512.2,33.89,9,735.5,7,167.3,126.5,5.00,20,167.3,20,578.6,417.7,35.42,12,578.6,12,658.6,509.4,20.69,16,505.9,64,666.3,512.2,33.89,9,735.5,7
4,3000,851.1,646.3,48.41,17,566.4,65,935.3,656.8,99.88,8,935.3,8,513.4,414.7,18.14,29,513.4,29,774.2,555.4,52.17,6,867.8,5,112.3,89.1,2.20,10,112.3,10,667.3,463.2,53.57,21,667.3,21,850.6,646.3,48.41,17,566.2,65,774.2,555.4,52.17,6,867.8,5
5,3600,1101.5,794.5,103.26,19,1101.5,19,1030.6,735.7,110.05,22,1030.6,22,553.9,438.3,26.24,34,553.9,34,1024.6,761.6,68.40,15,1079.1,13,131.4,99.5,4.08,12,131.4,12,815.2,570.8,71.52,21,815.2,21,1096.7,791.5,102.68,19,1096.7,19,1024.6,761.6,68.40,15,1079.1,13
6,Total,809.3,606.7,50.78,65,583.0,185,600.0,440.0,47.37,86,600.0,86,460.4,369.6,16.67,126,460.4,126,802.2,599.9,48.28,36,884.4,29,132.6,100.6,3.76,70,132.6,70,561.0,402.1,38.65,93,561.0,93,807.7,605.8,50.62,65,582.5,185,802.2,599.9,48.28,36,884.4,29
