,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
29,1800,1026.1,3,0.0,0,766.0,4,1068.5,1,0.0,0,0.0,0,0.0,0,1067.5,1
30,1860,1274.1,2,653.2,11,842.6,1,0.0,0,464.9,2,550.4,2,1495.7,1,0.0,0
31,1920,1082.2,2,0.0,0,793.4,2,0.0,0,0.0,0,607.4,3,0.0,0,0.0,0
32,1980,0.0,0,0.0,0,0.0,0,1170.4,1,423.2,1,568.8,1,0.0,0,0.0,0
33,2040,1119.1,3,593.5,11,796.8,4,1141.4,1,0.0,0,0.0,0,0.0,0,0.0,0
34,2100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
35,2160,1064.0,3,0.0,0,860.0,9,1078.6,2,520.5,3,634.8,1,1409.7,1,1055.5,1
36,2220,0.0,0,623.7,7,0.0,0,1083.2,2,454.5,3,543.1,2,0.0,0,0.0,0
37,2280,0.0,0,0.0,0,761.5,2,896.3,1,545.6,2,505.5,1,0.0,0,0.0,0
38,2340,0.0,0,0.0,0,0.0,0,0.0,0,484.0,1,563.2,2,0.0,0,0.0,0
39,2400,1168.8,4,691.1,5,835.8,7,0.0,0,0.0,0,504.9,1,0.0,0,0.0,0
40,2460,0.0,0,564.7,4,760.5,1,0.0,0,514.6,1,564.7,1,0.0,0,0.0,0
41,2520,1096.4,2,0.0,0,789.0,4,1044.4,1,498.2,3,607.1,1,1418.2,1,1043.4,1
42,2580,0.0,0,0.0,0,849.8,1,0.0,0,0.0,0,604.6,3,0.0,0,0.0,0
43,2640,1250.1,2,636.6,9,886.9,2,1116.3,1,510.1,2,0.0,0,0.0,0,0.0,0
44,2700,1048.6,1,0.0,0,784.0,3,0.0,0,0.0,0,648.9,4,0.0,0,0.0,0
45,2760,0.0,0,0.0,0,830.5,1,1094.4,1,0.0,0,644.2,2,0.0,0,0.0,0
46,2820,1061.2,2,608.3,4,0.0,0,0.0,0,0.0,0,499.1,1,0.0,0,0.0,0
47,2880,0.0,0,641.7,3,0.0,0,1082.5,2,565.9,4,0.0,0,0.0,0,1033.8,1
48,2940,1155.4,5,638.6,2,836.4,4,0.0,0,490.6,2,0.0,0,1445.2,1,0.0,0
49,3000,0.0,0,639.8,3,0.0,0,0.0,0,494.4,2,645.0,2,0.0,0,0.0,0
50,3060,1141.4,1,675.1,2,878.6,5,0.0,0,0.0,0,624.6,3,0.0,0,0.0,0
51,3120,0.0,0,0.0,0,0.0,0,1080.3,2,0.0,0,648.8,3,0.0,0,0.0,0
52,3180,1072.2,5,696.0,2,853.6,10,0.0,0,526.5,1,634.9,1,1370.0,1,0.0,0
53,3240,0.0,0,0.0,0,0.0,0,1059.8,3,0.0,0,622.7,2,0.0,0,1023.1,1
54,3300,1150.7,2,647.8,10,842.5,4,1096.6,1,476.2,1,549.5,4,0.0,0,0.0,0
55,3360,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
56,3420,1144.0,5,0.0,0,912.0,4,1109.1,3,0.0,0,520.4,1,0.0,0,0.0,0
57,3480,1137.8,2,660.7,6,0.0,0,1198.3,2,529.9,2,570.3,6,0.0,0,0.0,0
58,3540,1115.3,3,0.0,0,916.7,1,1043.5,2,523.8,2,0.0,0,0.0,0,1011.3,1
59,3600,1152.7,3,0.0,0,867.9,3,1023.2,2,0.0,0,500.8,3,1400.7,1,0.0,0
60,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
