,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
29,1800,1430.0,1,1027.2,2,897.2,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
30,1860,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1044.7,3,0.0,0,0.0,0
31,1920,1462.6,1,1046.8,10,966.8,8,1558.5,1,972.7,1,1054.8,2,0.0,0,0.0,0
32,1980,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
33,2040,1583.0,2,0.0,0,1057.8,1,1544.0,1,0.0,0,1018.8,2,0.0,0,0.0,0
34,2100,1613.7,3,1078.0,4,1058.0,1,0.0,0,953.8,5,1015.0,1,1699.8,1,0.0,0
35,2160,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
36,2220,1688.9,5,1168.6,5,1159.2,6,1440.4,1,813.4,5,1078.4,5,0.0,0,1439.4,1
37,2280,1661.7,5,0.0,0,990.6,2,0.0,0,893.7,2,0.0,0,0.0,0,0.0,0
38,2340,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
39,2400,1704.4,1,1229.9,12,1112.4,10,1818.3,1,907.1,2,1002.2,3,1650.3,1,0.0,0
40,2460,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
41,2520,0.0,0,0.0,0,1084.5,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
42,2580,1853.3,1,1209.6,8,1062.8,1,1829.7,1,905.9,6,1117.2,1,0.0,0,0.0,0
43,2640,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
44,2700,0.0,0,1278.0,1,1169.8,8,2060.3,1,1019.8,1,1193.7,2,1613.3,1,0.0,0
45,2760,1790.4,2,0.0,0,1117.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
46,2820,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1236.9,4,0.0,0,0.0,0
47,2880,1849.9,2,1328.5,7,1092.4,11,0.0,0,0.0,0,1187.6,2,1412.1,1,0.0,0
48,2940,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
49,3000,1893.5,2,0.0,0,1113.0,1,0.0,0,0.0,0,1376.3,3,0.0,0,0.0,0
50,3060,1879.5,3,1363.8,10,1034.6,6,2202.5,1,0.0,0,1365.3,1,0.0,0,0.0,0
51,3120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
52,3180,2107.5,1,1345.7,4,1171.4,4,2233.4,2,1229.8,3,1241.9,11,0.0,0,0.0,0
53,3240,1818.8,1,0.0,0,1011.8,2,0.0,0,1087.9,1,0.0,0,0.0,0,0.0,0
54,3300,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1325.7,1,0.0,0,0.0,0
55,3360,1956.0,5,1429.2,8,1053.9,9,2325.5,1,1339.2,1,1195.0,2,1534.6,1,0.0,0
56,3420,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
57,3480,2079.6,1,0.0,0,1176.5,4,2192.1,4,0.0,0,1329.6,3,0.0,0,2178.5,2
58,3540,1916.6,3,1461.0,7,1012.1,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
59,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
60,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
