,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,600,0.0,0,0.0,0,0.0,0,0.0,0,541.3,1,529.6,2,0.0,0,0.0,0
1,1200,1146.5,1,675.4,27,845.6,14,0.0,0,596.6,14,623.9,15,0.0,0,0.0,0
2,1800,1279.7,16,726.8,29,932.9,17,1244.9,8,592.4,11,686.5,21,1645.7,1,1398.9,2
3,2400,1321.2,16,746.3,32,960.5,33,1259.4,8,586.5,20,715.8,18,1525.0,2,1245.9,2
4,3000,1352.6,17,745.3,25,954.5,28,1282.0,5,573.4,8,757.8,19,1528.7,2,1275.9,1
5,3600,1359.5,29,749.8,20,953.6,24,1330.1,17,571.3,14,754.9,17,1534.5,1,1239.2,3
6,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
