,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
28,1740,1215.2,5,707.3,6,886.8,4,0.0,0,0.0,0,712.6,2,0.0,0,0.0,0
29,1800,0.0,0,0.0,0,0.0,0,1023.2,1,466.0,1,643.2,2,0.0,0,1022.2,1
30,1860,1281.8,5,731.5,1,978.2,3,0.0,0,0.0,0,672.5,1,1467.8,1,0.0,0
31,1920,0.0,0,751.2,10,0.0,0,1138.7,2,486.3,5,623.8,2,0.0,0,0.0,0
32,1980,1317.3,4,0.0,0,983.8,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
33,2040,0.0,0,669.3,1,937.2,4,0.0,0,0.0,0,643.7,3,0.0,0,0.0,0
34,2100,1307.7,1,774.3,5,0.0,0,1229.3,1,509.1,3,683.7,2,0.0,0,0.0,0
35,2160,0.0,0,0.0,0,910.3,4,1125.5,2,498.1,1,676.4,3,0.0,0,1045.6,1
36,2220,0.0,0,695.8,8,0.0,0,0.0,0,548.0,3,665.0,1,0.0,0,0.0,0
37,2280,1322.7,2,0.0,0,945.6,4,0.0,0,0.0,0,0.0,0,1504.3,1,0.0,0
38,2340,0.0,0,0.0,0,0.0,0,1315.0,1,568.6,2,656.2,5,0.0,0,0.0,0
39,2400,1276.6,3,745.3,7,947.8,12,1133.0,2,0.0,0,0.0,0,0.0,0,0.0,0
40,2460,0.0,0,675.4,7,0.0,0,0.0,0,469.8,2,731.1,1,0.0,0,0.0,0
41,2520,1375.2,3,0.0,0,923.7,4,1268.3,1,586.7,2,689.0,1,1417.3,1,0.0,0
42,2580,0.0,0,737.8,1,0.0,0,1086.6,1,0.0,0,741.1,3,0.0,0,1085.6,1
43,2640,0.0,0,705.9,3,0.0,0,0.0,0,0.0,0,745.2,3,0.0,0,0.0,0
44,2700,1230.1,1,0.0,0,972.5,5,0.0,0,513.0,1,785.4,1,0.0,0,0.0,0
45,2760,0.0,0,0.0,0,0.0,0,0.0,0,502.7,1,753.2,3,0.0,0,0.0,0
46,2820,1358.8,7,749.7,10,941.7,8,1203.8,2,0.0,0,825.6,2,0.0,0,0.0,0
47,2880,0.0,0,0.0,0,0.0,0,1169.5,2,483.2,1,773.6,5,0.0,0,1045.6,1
48,2940,1413.1,4,760.9,5,987.6,5,0.0,0,0.0,0,717.4,1,1460.2,1,0.0,0
49,3000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,668.9,3,0.0,0,0.0,0
50,3060,1328.6,3,836.0,2,977.2,5,1311.8,1,0.0,0,724.8,1,0.0,0,0.0,0
51,3120,0.0,0,785.2,7,0.0,0,1320.9,3,490.5,1,683.0,1,0.0,0,0.0,0
52,3180,1400.2,6,710.9,4,940.8,1,1359.4,1,541.4,1,700.6,1,0.0,0,0.0,0
53,3240,1323.6,3,0.0,0,962.2,3,1275.5,1,0.0,0,713.6,2,0.0,0,0.0,0
54,3300,0.0,0,658.4,1,0.0,0,1298.3,3,464.0,4,0.0,0,0.0,0,1085.2,1
55,3360,1375.6,6,705.1,5,1011.2,9,1515.9,1,0.0,0,754.6,2,1507.5,1,0.0,0
56,3420,0.0,0,0.0,0,0.0,0,0.0,0,475.7,2,0.0,0,0.0,0,0.0,0
57,3480,1428.9,6,798.9,2,973.0,4,1299.4,2,0.0,0,911.8,1,0.0,0,0.0,0
58,3540,0.0,0,736.9,4,0.0,0,1159.7,2,504.0,1,849.6,4,0.0,0,976.3,1
59,3600,1456.3,4,891.2,1,999.1,5,0.0,0,564.5,1,762.9,5,1420.7,1,0.0,0
60,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
