,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2,180,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
3,240,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
4,300,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
5,360,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
6,420,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
7,480,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
8,540,0.0,0,0.0,0,0.0,0,0.0,0,505.1,2,0.0,0,0.0,0,0.0,0
9,600,0.0,0,587.6,1,0.0,0,0.0,0,0.0,0,506.8,2,0.0,0,0.0,0
10,660,0.0,0,535.6,4,0.0,0,0.0,0,0.0,0,596.6,1,0.0,0,0.0,0
11,720,0.0,0,0.0,0,0.0,0,0.0,0,515.6,3,606.5,2,0.0,0,0.0,0
12,780,0.0,0,593.9,6,0.0,0,0.0,0,542.6,1,0.0,0,0.0,0,0.0,0
13,840,0.0,0,0.0,0,0.0,0,0.0,0,576.7,3,586.5,2,0.0,0,0.0,0
14,900,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,604.8,1,0.0,0,0.0,0
15,960,0.0,0,624.3,10,0.0,0,0.0,0,478.4,2,601.9,5,0.0,0,0.0,0
16,1020,0.0,0,613.9,5,0.0,0,0.0,0,527.8,2,604.0,2,0.0,0,0.0,0
17,1080,0.0,0,0.0,0,886.9,11,0.0,0,502.2,1,0.0,0,0.0,0,0.0,0
18,1140,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
19,1200,0.0,0,631.1,9,869.0,5,1127.3,2,514.3,1,635.9,3,0.0,0,1168.1,1
20,1260,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,645.2,2,0.0,0,0.0,0
21,1320,1278.1,1,657.4,1,920.8,4,1121.7,1,457.1,1,586.4,1,1287.7,1,0.0,0
22,1380,0.0,0,643.6,4,0.0,0,0.0,0,413.5,1,637.6,4,0.0,0,0.0,0
23,1440,1191.6,1,0.0,0,1007.7,3,0.0,0,507.4,1,657.7,3,0.0,0,0.0,0
24,1500,0.0,0,677.8,8,0.0,0,1127.0,1,573.6,1,626.6,2,0.0,0,1125.8,1
25,1560,1307.2,1,0.0,0,808.2,1,1020.4,1,0.0,0,0.0,0,0.0,0,0.0,0
26,1620,1235.1,9,0.0,0,959.9,3,1231.9,1,0.0,0,715.9,2,0.0,0,0.0,0
27,1680,0.0,0,708.0,9,0.0,0,1102.1,2,491.3,1,720.8,1,0.0,0,0.0,0
