,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1,1200,0.0,0,796.4,16,966.9,6,0.0,0,765.6,9,770.4,10,0.0,0,0.0,0
2,1800,1419.4,2,862.1,30,1153.0,20,1697.7,2,758.1,8,894.1,16,1679.2,1,1719.5,1
3,2400,1626.0,16,1012.2,19,1118.7,24,1735.5,5,806.8,13,1125.3,13,1677.7,2,1544.0,2
4,3000,1756.9,17,1172.3,23,1158.0,33,1951.3,8,805.3,10,1222.5,14,1676.8,1,1573.0,2
5,3600,1917.1,11,1302.1,27,1174.1,21,2014.7,6,866.6,4,1267.9,15,1676.9,2,1554.5,1
6,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
