,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,92.3,66.4,6.00,1,92.3,1,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,168.8,141.9,6.00,2,168.8,2,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,0.0,0.0,0.00,0,0.0,0,262.9,196.6,9.07,27,262.9,27,244.7,186.5,7.75,12,244.7,12,340.6,214.0,11.00,1,340.6,1,164.5,126.3,5.18,11,164.5,11,269.0,217.5,8.00,14,269.0,14,0.0,0.0,0.00,0,0.0,0,340.6,214.0,11.00,1,340.6,1
2,1800,507.2,374.0,16.89,18,420.2,42,284.9,205.6,10.12,33,284.9,33,329.6,270.2,8.57,14,329.6,14,480.0,349.2,14.71,7,511.0,5,145.0,113.9,5.00,6,145.0,6,354.8,268.8,11.68,19,354.8,19,507.1,374.0,16.89,18,420.2,42,479.9,349.2,14.71,7,510.9,5
3,2400,501.1,372.5,15.88,17,552.6,65,302.0,216.9,11.49,37,302.0,37,342.6,266.6,9.69,26,342.6,26,520.7,389.9,15.78,9,544.6,7,160.2,115.3,5.71,17,160.2,17,373.1,297.3,14.86,14,373.1,14,501.0,372.5,15.88,17,552.3,65,512.4,383.8,16.10,10,531.3,8
4,3000,584.7,440.1,21.00,21,468.1,69,341.6,251.8,13.31,29,341.6,29,416.0,328.2,13.41,34,416.0,34,553.1,436.0,24.50,6,570.1,5,130.3,93.7,4.50,8,130.3,8,432.7,314.2,24.19,21,432.7,21,584.6,440.1,21.00,21,467.8,69,576.1,457.5,25.60,5,602.9,4
5,3600,567.8,432.1,17.83,29,494.9,53,285.0,212.9,10.20,25,285.0,25,386.7,308.7,11.10,21,386.7,21,581.0,423.8,29.29,14,610.6,12,131.1,85.8,5.90,10,131.1,10,448.7,344.4,24.20,15,448.7,15,567.8,432.1,17.83,29,494.8,53,581.0,423.8,29.29,14,610.6,12
6,Total,545.8,409.9,18.02,85,489.5,229,294.7,215.9,10.86,152,294.7,152,361.9,285.9,10.79,107,361.9,107,536.2,397.8,21.97,37,562.9,30,149.9,109.7,5.39,54,149.9,54,380.1,290.1,17.02,83,380.1,83,545.7,409.9,18.02,85,489.3,229,536.2,397.8,21.97,37,562.8,30
