,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2,180,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
3,240,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
4,300,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
5,360,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
6,420,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
7,480,0.0,0,0.0,0,0.0,0,0.0,0,448.5,2,0.0,0,0.0,0,0.0,0
8,540,0.0,0,0.0,0,0.0,0,0.0,0,457.8,1,0.0,0,0.0,0,0.0,0
9,600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,564.4,2,0.0,0,0.0,0
10,660,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
11,720,0.0,0,656.2,2,0.0,0,0.0,0,514.2,4,586.0,2,0.0,0,0.0,0
12,780,0.0,0,661.2,4,670.0,2,0.0,0,514.3,3,654.3,2,0.0,0,0.0,0
13,840,0.0,0,0.0,0,737.6,2,0.0,0,466.1,1,0.0,0,0.0,0,0.0,0
14,900,0.0,0,668.9,4,749.5,2,0.0,0,452.2,1,607.8,2,0.0,0,0.0,0
15,960,0.0,0,0.0,0,737.0,4,0.0,0,0.0,0,636.9,2,0.0,0,0.0,0
16,1020,0.0,0,724.8,7,0.0,0,0.0,0,524.0,3,0.0,0,0.0,0,0.0,0
17,1080,0.0,0,696.7,4,810.0,3,0.0,0,547.3,2,673.6,3,0.0,0,0.0,0
18,1140,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,703.1,2,0.0,0,0.0,0
19,1200,1143.3,1,779.8,4,832.5,5,0.0,0,520.2,2,623.8,3,0.0,0,0.0,0
20,1260,0.0,0,0.0,0,869.9,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
21,1320,0.0,0,772.4,5,0.0,0,1234.3,2,414.9,1,680.2,2,0.0,0,1260.1,1
22,1380,1124.7,3,718.9,7,949.4,2,0.0,0,465.3,2,753.6,1,0.0,0,0.0,0
23,1440,1188.8,1,0.0,0,872.5,1,1245.9,1,0.0,0,707.8,1,1436.3,1,0.0,0
24,1500,0.0,0,773.0,4,961.1,1,1297.9,1,534.4,3,760.9,5,0.0,0,0.0,0
25,1560,1221.0,4,0.0,0,902.3,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
26,1620,0.0,0,754.7,6,0.0,0,1233.1,1,430.3,1,765.0,3,0.0,0,0.0,0
27,1680,1242.9,5,810.7,3,792.7,6,1304.6,1,0.0,0,751.6,4,0.0,0,1303.1,1
28,1740,1261.9,2,0.0,0,849.7,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
