,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
29,1800,1324.6,3,824.0,7,768.6,1,1181.9,3,443.5,1,785.9,2,0.0,0,1042.6,1
30,1860,1282.9,5,0.0,0,879.0,3,0.0,0,0.0,0,0.0,0,1476.7,1,0.0,0
31,1920,0.0,0,832.4,5,0.0,0,1302.6,1,476.5,4,776.5,4,0.0,0,0.0,0
32,1980,1249.3,1,782.6,7,882.6,5,1266.0,1,607.0,1,0.0,0,0.0,0,0.0,0
33,2040,0.0,0,0.0,0,972.9,2,0.0,0,481.3,2,0.0,0,0.0,0,0.0,0
34,2100,1343.0,2,806.3,4,911.9,4,1275.2,1,465.7,1,751.8,2,0.0,0,0.0,0
35,2160,1312.2,2,0.0,0,867.1,5,0.0,0,0.0,0,0.0,0,1412.9,1,0.0,0
36,2220,0.0,0,897.3,6,0.0,0,1251.6,1,532.2,3,783.7,5,0.0,0,0.0,0
37,2280,1344.1,3,849.3,4,926.0,7,0.0,0,543.9,6,0.0,0,0.0,0,0.0,0
38,2340,1360.6,1,932.4,1,869.2,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
39,2400,0.0,0,829.7,5,881.4,2,1279.7,1,505.2,1,828.5,2,0.0,0,1278.6,1
40,2460,1371.4,3,0.0,0,899.8,5,0.0,0,0.0,0,0.0,0,1352.9,1,0.0,0
41,2520,0.0,0,902.1,5,0.0,0,1558.8,2,482.5,2,843.1,4,0.0,0,0.0,0
42,2580,1431.0,3,850.3,4,875.0,3,0.0,0,570.1,1,0.0,0,0.0,0,0.0,0
43,2640,0.0,0,0.0,0,845.6,1,1365.0,1,0.0,0,904.2,2,0.0,0,0.0,0
44,2700,0.0,0,861.0,3,931.6,2,1357.9,2,488.2,1,883.8,3,0.0,0,1218.9,1
45,2760,1410.8,3,0.0,0,929.2,8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
46,2820,0.0,0,932.1,4,0.0,0,1499.7,1,0.0,0,867.5,3,0.0,0,0.0,0
47,2880,1323.9,2,968.3,4,983.3,2,0.0,0,559.5,1,937.9,2,1392.7,1,0.0,0
48,2940,1577.0,2,0.0,0,940.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
49,3000,1429.8,2,938.4,7,920.2,4,1416.6,1,574.4,2,959.0,4,0.0,0,0.0,0
50,3060,1418.9,5,0.0,0,931.0,7,0.0,0,0.0,0,0.0,0,0.0,0,1258.5,1
51,3120,0.0,0,937.9,5,0.0,0,1417.5,3,486.5,1,915.2,7,0.0,0,0.0,0
52,3180,1456.9,2,924.7,2,856.8,7,1407.8,2,565.4,1,932.8,3,1333.3,1,0.0,0
53,3240,0.0,0,993.2,1,928.9,1,1426.8,1,0.0,0,793.2,1,0.0,0,0.0,0
54,3300,1447.2,6,923.0,5,869.4,3,1484.2,3,508.4,2,846.2,1,0.0,0,0.0,0
55,3360,1449.5,4,0.0,0,854.7,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
56,3420,0.0,0,921.7,3,0.0,0,1485.1,2,541.8,3,906.4,1,0.0,0,0.0,0
57,3480,1517.0,3,902.0,4,861.2,2,1647.4,1,534.1,2,1000.9,3,0.0,0,0.0,0
58,3540,0.0,0,0.0,0,906.5,1,0.0,0,0.0,0,970.7,1,0.0,0,0.0,0
59,3600,1528.8,4,926.2,5,863.3,1,1401.7,1,500.4,4,941.0,1,0.0,0,1400.4,1
60,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
