,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,56.8,36.1,3.50,2,56.8,2,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,0.0,0.0,0.00,0,0.0,0,235.5,170.9,8.64,25,235.5,25,213.2,156.2,5.80,10,213.2,10,293.1,222.9,5.00,1,0.0,0,136.8,109.4,3.50,12,136.8,12,202.8,145.4,6.88,16,202.8,16,0.0,0.0,0.00,0,0.0,0,293.1,222.9,5.00,1,0.0,0
2,1800,420.8,307.3,12.85,13,419.8,37,307.9,209.3,17.23,30,307.9,30,270.7,205.5,9.11,19,270.7,19,439.3,299.4,15.80,5,475.4,4,136.4,113.7,3.18,11,136.4,11,323.9,236.1,13.68,19,323.9,19,420.7,307.3,12.85,13,419.8,37,439.3,299.4,15.80,5,475.4,4
3,2400,514.2,388.2,17.00,19,457.0,67,405.9,283.2,25.54,35,405.9,35,303.6,234.2,7.46,28,303.6,28,420.8,313.4,15.44,9,466.1,7,133.5,105.1,4.75,16,133.5,16,345.3,252.6,17.15,13,345.3,13,514.2,388.2,17.00,19,457.0,67,420.7,313.4,15.44,9,466.1,7
4,3000,608.6,445.6,31.44,18,512.2,66,420.4,283.3,36.77,26,420.4,26,375.7,295.3,12.47,32,375.7,32,561.4,391.7,40.17,6,602.5,5,129.5,104.4,3.78,9,129.5,9,486.9,334.0,38.60,20,486.9,20,608.5,445.6,31.44,18,512.1,66,561.4,391.7,40.17,6,602.5,5
5,3600,683.5,500.4,41.69,16,591.4,40,546.7,340.8,67.97,30,546.7,30,367.5,293.6,10.82,22,367.5,22,533.9,362.7,39.53,15,606.9,12,156.1,122.2,4.11,9,156.1,9,529.2,364.1,47.55,20,529.2,20,683.4,500.4,41.69,16,591.4,40,533.9,362.7,39.53,15,606.9,12
6,Total,562.6,415.1,26.11,66,493.4,210,388.1,260.6,31.66,146,388.1,146,323.3,251.7,9.70,111,323.3,111,490.4,342.5,29.36,36,552.1,28,135.0,107.7,3.92,59,135.0,59,388.7,273.4,26.32,88,388.7,88,562.5,415.1,26.11,66,493.3,210,490.4,342.5,29.36,36,552.1,28
