,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,108.5,97.7,2.00,1,108.5,1,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,0.0,0.0,0.00,0,0.0,0,298.3,240.8,8.50,24,298.3,24,246.1,197.3,7.81,16,246.1,16,193.8,141.3,5.00,1,0.0,0,167.5,134.7,4.40,15,167.5,15,210.6,158.7,7.92,13,210.6,13,0.0,0.0,0.00,0,0.0,0,193.8,141.3,5.00,1,0.0,0
2,1800,468.4,368.9,14.00,20,440.0,44,332.3,265.1,9.22,27,332.3,27,308.4,249.4,8.47,19,308.4,19,380.0,255.4,15.50,8,459.3,6,150.9,115.9,4.57,7,150.9,7,302.5,228.4,13.36,22,302.5,22,468.3,368.9,14.00,20,440.0,44,380.0,255.4,15.50,8,459.3,6
3,2400,537.8,411.9,15.07,15,486.3,63,406.2,315.1,16.98,41,406.2,41,331.6,257.7,10.57,23,331.6,23,506.1,406.8,17.71,7,535.3,6,173.0,138.0,5.00,15,173.0,15,371.1,276.7,17.64,11,371.1,11,546.3,416.8,15.44,16,489.2,64,506.1,406.8,17.71,7,535.3,6
4,3000,644.8,490.3,26.79,19,527.3,67,422.3,329.0,19.07,15,422.3,15,435.0,357.5,14.32,31,435.0,31,473.5,335.4,27.00,6,604.7,4,163.0,132.6,3.67,6,163.0,6,442.1,312.6,31.68,19,442.1,19,643.2,490.3,27.11,18,525.1,66,473.5,335.4,27.00,6,604.7,4
5,3600,724.1,549.0,39.08,25,598.6,49,573.3,423.8,34.10,21,573.3,21,434.0,348.3,18.91,22,434.0,22,519.3,357.1,36.38,16,560.1,14,198.0,167.5,5.09,11,198.0,11,460.4,315.2,37.91,23,460.4,23,724.1,549.0,39.08,25,598.6,49,519.3,357.1,36.38,16,560.1,14
6,Total,605.0,463.3,25.22,79,514.2,223,399.7,310.1,16.80,128,399.7,128,364.5,293.4,12.51,111,364.5,111,471.7,335.7,26.24,38,541.0,30,171.4,138.9,4.60,55,171.4,55,368.9,265.0,23.47,88,368.9,88,604.9,463.3,25.22,79,514.2,223,471.7,335.7,26.24,38,541.0,30
