,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
29,1800,0.0,0,734.4,13,0.0,0,0.0,0,587.4,1,813.3,2,0.0,0,0.0,0
30,1860,1253.2,5,708.0,2,924.6,9,0.0,0,492.9,3,0.0,0,0.0,0,0.0,0
31,1920,1208.9,1,755.9,1,0.0,0,1292.6,2,0.0,0,789.7,1,0.0,0,0.0,0
32,1980,1274.9,2,754.2,7,962.1,2,1203.9,2,0.0,0,813.3,1,1235.2,1,0.0,0
33,2040,1313.7,1,686.7,4,948.4,2,1069.3,2,564.4,3,804.0,2,0.0,0,931.9,1
34,2100,1310.4,1,0.0,0,970.6,5,0.0,0,661.2,1,691.9,2,0.0,0,0.0,0
35,2160,0.0,0,707.1,2,981.5,2,1275.6,1,0.0,0,730.0,3,0.0,0,0.0,0
36,2220,1325.1,1,673.0,5,961.9,6,0.0,0,0.0,0,778.3,1,0.0,0,0.0,0
37,2280,0.0,0,0.0,0,893.7,2,0.0,0,586.5,3,0.0,0,0.0,0,0.0,0
38,2340,1442.6,1,720.7,6,904.6,2,1322.1,2,764.6,2,755.8,3,1258.4,1,0.0,0
39,2400,1337.3,2,0.0,0,889.9,5,931.9,1,0.0,0,0.0,0,0.0,0,930.8,1
40,2460,0.0,0,0.0,0,0.0,0,0.0,0,773.3,2,773.3,1,0.0,0,0.0,0
41,2520,1316.4,5,766.7,8,913.4,3,1236.3,1,753.2,1,739.8,1,0.0,0,0.0,0
42,2580,0.0,0,0.0,0,0.0,0,1334.2,2,628.9,3,892.1,1,0.0,0,0.0,0
43,2640,1277.6,3,0.0,0,932.1,8,0.0,0,945.7,1,917.7,1,0.0,0,0.0,0
44,2700,0.0,0,742.0,7,0.0,0,0.0,0,685.8,2,888.0,1,0.0,0,0.0,0
45,2760,1295.3,8,0.0,0,928.2,7,0.0,0,765.4,1,895.8,4,1279.5,1,0.0,0
46,2820,0.0,0,944.5,1,0.0,0,0.0,0,667.2,2,926.8,2,0.0,0,0.0,0
47,2880,1159.2,2,0.0,0,910.1,6,1030.8,1,0.0,0,866.7,4,0.0,0,1029.7,1
48,2940,0.0,0,923.2,7,0.0,0,0.0,0,561.9,2,875.4,5,0.0,0,0.0,0
49,3000,1246.9,6,0.0,0,947.3,4,0.0,0,669.2,1,0.0,0,0.0,0,0.0,0
50,3060,0.0,0,866.0,13,0.0,0,0.0,0,0.0,0,868.4,3,0.0,0,0.0,0
51,3120,1324.2,2,0.0,0,0.0,0,0.0,0,0.0,0,807.0,3,1300.9,1,0.0,0
52,3180,0.0,0,0.0,0,930.5,6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
53,3240,1362.8,4,790.8,7,940.8,1,1619.3,2,0.0,0,851.0,1,0.0,0,0.0,0
54,3300,1382.7,1,0.0,0,933.3,5,1600.6,3,0.0,0,835.4,2,0.0,0,0.0,0
55,3360,1359.9,1,0.0,0,994.4,2,1187.2,1,0.0,0,974.0,1,0.0,0,1185.9,1
56,3420,1384.9,6,793.1,3,909.8,5,1534.1,1,666.1,3,845.3,1,0.0,0,0.0,0
57,3480,0.0,0,762.0,2,0.0,0,1642.2,5,786.9,2,888.3,2,0.0,0,0.0,0
58,3540,1442.6,5,0.0,0,848.4,2,1342.7,3,0.0,0,925.2,2,0.0,0,1004.4,1
59,3600,0.0,0,808.5,1,0.0,0,0.0,0,0.0,0,867.0,2,0.0,0,0.0,0
60,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
