,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2,180,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
3,240,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
4,300,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
5,360,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
6,420,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
7,480,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
8,540,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
9,600,0.0,0,0.0,0,0.0,0,0.0,0,533.7,1,0.0,0,0.0,0,0.0,0
10,660,0.0,0,618.2,2,0.0,0,0.0,0,611.4,1,632.2,1,0.0,0,0.0,0
11,720,0.0,0,616.5,3,0.0,0,0.0,0,0.0,0,616.1,3,0.0,0,0.0,0
12,780,0.0,0,0.0,0,0.0,0,0.0,0,566.0,3,631.7,1,0.0,0,0.0,0
13,840,0.0,0,635.2,3,0.0,0,0.0,0,560.4,2,0.0,0,0.0,0,0.0,0
14,900,0.0,0,670.2,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
15,960,0.0,0,649.5,3,0.0,0,0.0,0,693.5,1,692.5,4,0.0,0,0.0,0
16,1020,0.0,0,652.4,8,892.7,4,0.0,0,541.3,4,0.0,0,0.0,0,0.0,0
17,1080,0.0,0,685.0,1,0.0,0,1022.0,1,0.0,0,751.9,1,0.0,0,1020.9,1
18,1140,0.0,0,0.0,0,907.8,10,0.0,0,543.5,2,0.0,0,0.0,0,0.0,0
19,1200,0.0,0,660.5,7,0.0,0,0.0,0,0.0,0,779.3,1,0.0,0,0.0,0
20,1260,1231.1,1,638.8,2,914.3,3,0.0,0,0.0,0,805.0,4,0.0,0,0.0,0
21,1320,0.0,0,632.1,3,0.0,0,944.4,1,635.4,1,0.0,0,0.0,0,943.0,1
22,1380,1163.3,1,617.7,9,929.0,1,0.0,0,543.6,2,730.9,1,0.0,0,0.0,0
23,1440,0.0,0,0.0,0,0.0,0,1335.7,1,0.0,0,800.5,6,0.0,0,0.0,0
24,1500,1249.8,3,578.5,1,1028.7,5,1314.1,1,552.3,2,907.4,1,1491.7,1,0.0,0
25,1560,1249.7,1,620.6,3,1082.1,2,0.0,0,633.4,1,798.1,5,0.0,0,0.0,0
26,1620,1418.4,1,0.0,0,986.1,1,1355.0,2,0.0,0,809.5,2,0.0,0,0.0,0
27,1680,1231.4,8,694.2,2,920.3,5,0.0,0,482.2,1,0.0,0,0.0,0,0.0,0
28,1740,0.0,0,736.5,6,0.0,0,968.9,1,0.0,0,856.3,2,0.0,0,967.8,1
