,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
29,1800,1238.1,3,0.0,0,0.0,0,0.0,0,0.0,0,830.5,2,1390.7,1,0.0,0
30,1860,0.0,0,729.2,1,0.0,0,1326.3,1,0.0,0,871.6,2,0.0,0,0.0,0
31,1920,1346.5,6,728.7,10,997.7,7,0.0,0,547.5,3,0.0,0,0.0,0,0.0,0
32,1980,0.0,0,0.0,0,0.0,0,1336.3,1,0.0,0,0.0,0,0.0,0,0.0,0
33,2040,1295.7,2,784.2,7,970.2,12,1442.3,1,538.3,4,876.1,3,0.0,0,0.0,0
34,2100,0.0,0,670.3,5,0.0,0,996.3,1,611.7,1,0.0,0,0.0,0,995.3,1
35,2160,1479.1,2,0.0,0,933.2,1,0.0,0,0.0,0,0.0,0,1408.3,1,0.0,0
36,2220,0.0,0,691.5,1,0.0,0,1474.1,1,552.2,4,857.9,3,0.0,0,0.0,0
37,2280,1381.0,1,663.0,10,1012.1,4,0.0,0,586.6,2,0.0,0,0.0,0,0.0,0
38,2340,1401.0,1,0.0,0,1065.6,1,0.0,0,0.0,0,938.5,3,0.0,0,0.0,0
39,2400,1441.6,3,757.2,1,1014.7,3,1514.2,3,567.9,2,975.6,1,1310.4,1,0.0,0
40,2460,1333.3,2,668.5,7,987.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
41,2520,0.0,0,0.0,0,1055.8,3,1042.9,1,0.0,0,1012.8,2,0.0,0,1041.8,1
42,2580,1393.0,3,725.5,2,1047.2,6,0.0,0,596.0,5,936.3,5,0.0,0,0.0,0
43,2640,0.0,0,703.0,6,0.0,0,0.0,0,668.6,2,932.2,1,0.0,0,0.0,0
44,2700,1507.1,1,0.0,0,1018.6,5,1573.7,2,0.0,0,957.4,2,0.0,0,0.0,0
45,2760,0.0,0,694.9,1,0.0,0,0.0,0,556.8,1,0.0,0,0.0,0,0.0,0
46,2820,1384.8,7,697.8,8,1009.3,11,0.0,0,0.0,0,0.0,0,1335.1,1,0.0,0
47,2880,0.0,0,665.0,4,0.0,0,1313.0,2,643.0,1,1045.6,5,0.0,0,1044.0,1
48,2940,1252.6,6,0.0,0,956.1,9,0.0,0,582.5,1,0.0,0,0.0,0,0.0,0
49,3000,0.0,0,745.0,5,0.0,0,1751.4,1,590.7,1,1027.5,4,0.0,0,0.0,0
50,3060,1274.4,4,0.0,0,973.9,1,0.0,0,0.0,0,1043.2,2,0.0,0,0.0,0
51,3120,0.0,0,0.0,0,0.0,0,0.0,0,620.2,1,0.0,0,0.0,0,0.0,0
52,3180,1362.6,5,735.9,7,1034.9,5,1575.5,1,0.0,0,1059.5,7,1363.5,1,0.0,0
53,3240,1246.4,5,584.6,3,925.4,4,1630.1,1,560.6,3,0.0,0,0.0,0,0.0,0
54,3300,1321.4,2,646.0,1,975.9,2,1588.5,2,558.9,2,975.7,1,0.0,0,0.0,0
55,3360,1292.3,6,647.5,6,962.5,1,1443.1,3,0.0,0,973.6,5,0.0,0,1163.3,1
56,3420,0.0,0,0.0,0,941.3,1,0.0,0,608.0,2,0.0,0,0.0,0,0.0,0
57,3480,1307.4,5,0.0,0,954.6,6,1605.1,3,681.0,1,1109.3,1,0.0,0,0.0,0
58,3540,0.0,0,661.0,5,0.0,0,1657.2,1,0.0,0,0.0,0,0.0,0,0.0,0
59,3600,1277.7,4,593.7,1,948.5,1,0.0,0,559.3,5,0.0,0,0.0,0,0.0,0
60,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
