,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2,180,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
3,240,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
4,300,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
5,360,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
6,420,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
7,480,0.0,0,456.7,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
8,540,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
9,600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
10,660,0.0,0,638.7,1,0.0,0,0.0,0,635.2,1,0.0,0,0.0,0,0.0,0
11,720,0.0,0,0.0,0,0.0,0,0.0,0,639.7,1,0.0,0,0.0,0,0.0,0
12,780,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
13,840,0.0,0,734.2,3,0.0,0,0.0,0,630.6,1,790.4,2,0.0,0,0.0,0
14,900,0.0,0,701.8,2,756.8,4,0.0,0,706.6,4,822.8,1,0.0,0,0.0,0
15,960,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
16,1020,0.0,0,756.6,9,864.1,4,0.0,0,684.5,3,841.0,4,0.0,0,0.0,0
17,1080,0.0,0,0.0,0,850.2,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
18,1140,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
19,1200,1172.8,1,869.0,6,922.2,5,0.0,0,619.3,1,0.0,0,0.0,0,0.0,0
20,1260,0.0,0,803.3,2,821.1,2,0.0,0,737.7,3,842.1,5,0.0,0,0.0,0
21,1320,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
22,1380,0.0,0,847.1,8,1013.0,4,0.0,0,0.0,0,954.8,1,0.0,0,0.0,0
23,1440,0.0,0,808.3,1,979.4,1,0.0,0,745.2,1,833.5,1,1402.6,1,0.0,0
24,1500,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
25,1560,1334.0,3,859.4,6,948.4,2,1533.6,1,666.5,3,997.4,6,0.0,0,1532.3,1
26,1620,0.0,0,0.0,0,925.5,1,0.0,0,654.3,1,993.4,2,0.0,0,0.0,0
27,1680,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
28,1740,1409.3,7,1044.6,4,929.8,3,0.0,0,0.0,0,1018.0,2,0.0,0,0.0,0
