,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,116.4,58.7,4.00,2,116.4,2,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,78.3,61.1,3.00,3,78.3,3,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,397.8,355.5,5.00,1,397.8,1,176.0,134.1,5.25,20,176.0,20,206.4,172.6,5.00,17,206.4,17,0.0,0.0,0.00,0,0.0,0,113.3,87.5,3.14,14,113.3,14,140.3,100.6,4.64,14,140.3,14,397.8,355.5,5.00,1,397.8,1,0.0,0.0,0.00,0,0.0,0
2,1800,391.3,313.0,8.83,18,468.9,42,175.3,134.7,5.38,29,175.3,29,269.4,220.9,7.00,9,269.4,9,340.0,261.4,10.71,7,336.4,5,139.9,113.3,3.89,9,139.9,9,206.8,147.3,8.05,19,206.8,19,391.2,313.0,8.83,18,468.9,42,340.0,261.4,10.71,7,336.4,5
3,2400,389.2,297.1,9.61,18,477.9,66,216.0,169.6,6.35,26,216.0,26,242.8,194.7,6.14,28,242.8,28,296.8,218.6,8.44,9,286.6,7,120.8,95.7,3.38,13,120.8,13,202.3,148.8,5.60,10,202.3,10,389.2,297.1,9.61,18,477.9,66,296.8,218.6,8.44,9,286.6,7
4,3000,405.3,311.9,9.57,14,436.3,62,227.1,180.1,7.24,25,227.1,25,262.3,212.8,6.22,18,262.3,18,298.9,222.7,9.00,6,286.9,4,108.9,87.1,3.15,13,108.9,13,194.1,145.0,7.94,18,194.1,18,405.3,311.9,9.57,14,436.3,62,298.9,222.7,9.00,6,286.9,4
5,3600,403.9,313.3,10.58,19,401.5,43,250.4,196.6,8.05,22,250.4,22,269.6,216.2,7.07,29,269.6,29,323.1,236.8,9.86,14,324.4,12,137.2,117.5,2.75,4,137.2,4,187.1,141.2,5.94,17,187.1,17,403.9,313.3,10.58,19,401.5,43,323.1,236.8,9.86,14,324.4,12
6,Total,397.1,309.4,9.60,70,448.4,214,206.8,160.8,6.39,124,206.8,124,250.2,202.7,6.31,101,250.2,101,315.8,234.7,9.53,36,311.7,28,118.1,94.2,3.29,56,118.1,56,187.1,137.2,6.64,78,187.1,78,397.0,309.4,9.60,70,448.4,214,315.8,234.7,9.53,36,311.7,28
