speed,LinkName,TQDelay
0.0,ci1,63.9725015142338
0.0,ci10,76.90863288155569
0.0,ci11,57.548878923766814
0.0,ci12,44.18528138528139
0.0,ci13,25.917704472448726
0.0,ci2,55.41605682307361
0.0,ci3,57.06579082286593
0.0,ci4,83.50687697160883
0.0,ci5,102.4511355486493
0.0,ci6,61.45974963890226
0.0,ci7,53.559753559237365
0.0,ci8,72.8769779362603
0.0,ci9,73.3468121968122
0.0,co1,26.860495902500528
0.0,co10,72.11438716787069
0.0,co11,142.07333333333332
0.0,co12,118.4
0.0,co13,81.25099532629392
0.0,co2,54.64235157609746
0.0,co3,76.36605880163752
0.0,co4,89.4644196106705
0.0,co5,78.22325026827232
0.0,co6,120.27988099247781
0.0,co7,72.52739726027397
0.0,co8,122.07547363031233
0.0,co9,75.85493230174082
10.0,ci1,73.2525195968645
10.0,ci10,62.63658536585366
10.0,ci11,40.88677419354838
10.0,ci12,28.549865229110512
10.0,ci13,19.409251101321587
10.0,ci2,69.8016934801016
10.0,ci3,62.91742777260018
10.0,ci4,97.60746812386157
10.0,ci5,78.9200495049505
10.0,ci6,55.12790224032587
10.0,ci7,50.750372736954205
10.0,ci8,72.19120521172638
10.0,ci9,71.01078717201166
10.0,co1,19.600286944045912
10.0,co10,77.88588016720854
10.0,co11,101.08068181818182
10.0,co12,117.33125
10.0,co13,82.76172344689378
10.0,co2,49.16737884314747
10.0,co3,77.92236686390532
10.0,co4,84.45606936416185
10.0,co5,73.4673835125448
10.0,co6,92.43872863247863
10.0,co7,85.04479166666667
10.0,co8,90.25984251968504
10.0,co9,92.97823669579032
20.0,ci1,67.83842578246049
20.0,ci10,52.964285714285715
20.0,ci11,37.464920094314905
20.0,ci12,25.695207373271888
20.0,ci13,12.34097807757167
20.0,ci2,71.8147363677332
20.0,ci3,74.24915349887134
20.0,ci4,113.75854597977853
20.0,ci5,72.37259535122641
20.0,ci6,49.93739487179487
20.0,ci7,50.480629827688645
20.0,ci8,56.92026143790849
20.0,ci9,61.918904593639574
20.0,co1,21.59096539162113
20.0,co10,67.71086183742793
20.0,co11,86.724560546875
20.0,co12,134.71
20.0,co13,76.20344827586207
20.0,co2,49.208134991119
20.0,co3,78.65044796691937
20.0,co4,67.79097077244259
20.0,co5,73.46157814871016
20.0,co6,83.5740764063812
20.0,co7,94.58944547741442
20.0,co8,105.15281250000001
20.0,co9,85.79893842887473
30.0,ci1,57.74258511252164
30.0,ci10,55.77882623705409
30.0,ci11,44.456269647223195
30.0,ci12,30.056200066577894
30.0,ci13,15.843271447639848
30.0,ci2,54.751173871610504
30.0,ci3,48.24031024930748
30.0,ci4,88.63011435832274
30.0,ci5,73.99295874822191
30.0,ci6,54.03586715867159
30.0,ci7,35.55727848101266
30.0,ci8,51.856818181818184
30.0,ci9,48.81595838866755
30.0,co1,30.259536467355595
30.0,co10,65.19831820353559
30.0,co11,89.23705263157895
30.0,co12,77.9207650273224
30.0,co13,68.35398358281024
30.0,co2,50.00576681332495
30.0,co3,76.58940292605773
30.0,co4,47.898266166822864
30.0,co5,58.337826899128274
30.0,co6,72.33182527301092
30.0,co7,85.74344231491919
30.0,co8,90.11367409349062
30.0,co9,76.83183673469388
40.0,ci1,50.834931506849315
40.0,ci10,46.1936035049288
40.0,ci11,48.12815533980582
40.0,ci12,31.179780473714615
40.0,ci13,2.939857350096712
40.0,ci2,45.65465172917681
40.0,ci3,48.41984572230014
40.0,ci4,81.14795229522953
40.0,ci5,109.31851851851852
40.0,ci6,56.08379351740697
40.0,ci7,31.23857054836722
40.0,ci8,46.59002888627367
40.0,ci9,45.0744053282588
40.0,co1,21.521938775510204
40.0,co10,20.18364312267658
40.0,co11,79.79168044077136
40.0,co12,69.0712709890918
40.0,co13,71.00372411938693
40.0,co2,50.45233815475354
40.0,co3,70.8964569465321
40.0,co4,50.70691399662732
40.0,co5,58.28872702046479
40.0,co6,66.16094562647754
40.0,co7,21.679726027397262
40.0,co8,60.09035930047695
40.0,co9,72.82172794117648
50.0,ci1,0.0
50.0,ci10,46.37248459958933
50.0,ci12,40.2
50.0,ci13,0.14444444444444446
50.0,ci2,54.96315789473684
50.0,ci6,64.63333333333334
50.0,ci7,39.980339805825245
50.0,ci8,42.47399438727783
50.0,ci9,74.87058823529412
50.0,co1,20.46666666666667
50.0,co12,-2.2
50.0,co13,47.95652173913044
50.0,co2,0.1
50.0,co3,12.6
50.0,co4,0.8428571428571429
50.0,co5,70.636
50.0,co6,8.583333333333334
50.0,co7,25.939999999999998
50.0,co8,63.67940761636107
50.0,co9,52.94464285714286
