,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
28,1740,1505.9,2,721.1,13,0.0,0,1211.2,2,531.3,2,625.6,2,1320.8,1,0.0,0
29,1800,0.0,0,0.0,0,0.0,0,0.0,0,451.3,1,0.0,0,0.0,0,0.0,0
30,1860,1419.5,10,0.0,0,982.2,7,1149.3,2,0.0,0,0.0,0,0.0,0,1078.8,1
31,1920,0.0,0,771.3,8,0.0,0,1186.2,1,479.9,4,688.8,1,0.0,0,0.0,0
32,1980,1415.6,5,0.0,0,1016.7,5,0.0,0,529.8,1,670.9,1,0.0,0,0.0,0
33,2040,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,709.8,4,0.0,0,0.0,0
34,2100,1476.8,3,816.3,12,1069.2,3,1218.9,2,502.8,2,715.4,2,1353.6,1,0.0,0
35,2160,1500.0,1,0.0,0,1094.9,2,1267.3,1,684.9,1,660.8,2,0.0,0,0.0,0
36,2220,1590.4,1,0.0,0,1074.9,4,1088.2,1,532.1,4,675.9,2,0.0,0,1087.2,1
37,2280,1574.5,2,720.5,10,1054.8,5,0.0,0,548.9,3,757.5,1,0.0,0,0.0,0
38,2340,0.0,0,0.0,0,1056.6,1,1300.2,1,0.0,0,711.0,2,0.0,0,0.0,0
39,2400,1406.5,3,0.0,0,1043.8,6,912.1,1,0.0,0,688.0,1,0.0,0,911.1,1
40,2460,0.0,0,768.9,6,0.0,0,0.0,0,583.4,1,0.0,0,0.0,0,0.0,0
41,2520,1367.6,3,0.0,0,1016.2,9,1245.6,1,0.0,0,665.7,2,1399.3,1,0.0,0
42,2580,0.0,0,776.0,2,0.0,0,1311.3,2,566.1,3,747.3,2,0.0,0,0.0,0
43,2640,1501.9,3,790.5,2,1035.2,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
44,2700,0.0,0,861.0,3,0.0,0,0.0,0,588.0,1,772.4,3,0.0,0,0.0,0
45,2760,1482.1,1,811.1,5,1025.3,3,920.3,1,560.0,1,768.4,6,0.0,0,919.3,1
46,2820,1420.3,3,0.0,0,1043.9,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
47,2880,0.0,0,850.6,3,1034.9,1,1250.1,3,0.0,0,673.3,3,0.0,0,0.0,0
48,2940,1432.2,6,817.0,5,1075.4,5,1234.0,2,0.0,0,728.8,4,0.0,0,0.0,0
49,3000,0.0,0,788.6,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
50,3060,1364.2,5,0.0,0,1028.2,8,1208.6,2,0.0,0,726.5,4,0.0,0,0.0,0
51,3120,0.0,0,886.4,1,0.0,0,1335.9,1,0.0,0,0.0,0,0.0,0,0.0,0
52,3180,1420.7,7,881.8,3,939.8,11,0.0,0,736.3,2,0.0,0,0.0,0,0.0,0
53,3240,0.0,0,0.0,0,0.0,0,1308.1,2,837.2,2,681.9,5,0.0,0,0.0,0
54,3300,1409.2,1,0.0,0,983.3,5,1331.8,3,0.0,0,728.3,1,0.0,0,1116.6,1
55,3360,0.0,0,925.7,8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
56,3420,0.0,0,1111.5,1,0.0,0,1239.8,2,732.7,4,679.6,4,0.0,0,0.0,0
57,3480,1530.8,7,0.0,0,976.2,5,935.9,1,0.0,0,735.3,1,0.0,0,934.9,1
58,3540,0.0,0,912.7,8,0.0,0,0.0,0,631.6,5,0.0,0,0.0,0,0.0,0
59,3600,1518.8,9,0.0,0,942.5,3,0.0,0,644.0,2,690.8,5,0.0,0,0.0,0
60,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
