,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,600,0.0,0,512.4,2,0.0,0,0.0,0,515.8,2,545.3,2,0.0,0,0.0,0
1,1200,1006.3,2,561.9,32,746.6,19,0.0,0,545.4,10,641.9,13,0.0,0,0.0,0
2,1800,1075.3,25,584.9,37,777.0,21,1191.1,10,611.0,8,722.0,22,1475.3,1,1139.5,3
3,2400,1072.8,12,601.4,30,828.0,26,1157.7,6,537.1,15,743.3,16,1555.3,2,1121.2,1
4,3000,1099.2,23,668.0,30,821.7,31,1260.9,9,553.2,8,811.7,22,1338.7,2,1092.1,2
5,3600,1153.7,24,624.0,21,806.6,24,1315.0,13,560.5,12,776.9,18,1631.4,1,1137.4,2
6,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
