speed,LinkName,TQDelay
0.0,ci1,149.73831056224375
0.0,ci10,74.57515952016334
0.0,ci11,74.32394580863675
0.0,ci12,55.765085771947525
0.0,ci13,34.0738710833504
0.0,ci2,66.03414429530201
0.0,ci3,89.06236014782564
0.0,ci4,150.67537031361732
0.0,ci5,133.0259327243234
0.0,ci6,112.4802199868384
0.0,ci7,83.9133480338111
0.0,ci8,96.3729917986743
0.0,ci9,73.21572918007466
0.0,co1,26.85483860565606
0.0,co10,121.5527646889124
0.0,co11,177.04423440453684
0.0,co12,227.88944591029025
0.0,co13,172.4822812461214
0.0,co2,88.51206220207861
0.0,co3,146.8580909592496
0.0,co4,145.21644530828203
0.0,co5,125.8875812521382
0.0,co6,155.84491683025107
0.0,co7,176.3411790780142
0.0,co8,163.07691699225774
0.0,co9,139.75221247995634
10.0,ci1,121.34493951766287
10.0,ci10,64.7824862216779
10.0,ci11,59.80031031807603
10.0,ci12,38.313684697179845
10.0,ci13,28.000134770889485
10.0,ci2,92.67676882330686
10.0,ci3,98.00844331947206
10.0,ci4,133.0333743690755
10.0,ci5,111.39605556508317
10.0,ci6,89.09152810768013
10.0,ci7,77.28903498473821
10.0,ci8,82.17469095640858
10.0,ci9,78.30136319376825
10.0,co1,18.119727251351986
10.0,co10,144.78931959437358
10.0,co11,163.72507507507507
10.0,co12,215.34346846846847
10.0,co13,152.10005439216752
10.0,co2,75.00677300528217
10.0,co3,139.12478655282817
10.0,co4,146.0316321617718
10.0,co5,117.05033801352053
10.0,co6,151.53039450567002
10.0,co7,158.62328611898016
10.0,co8,156.0207219556774
10.0,co9,141.19274242732263
20.0,ci1,110.62965045221218
20.0,ci10,59.162548828125
20.0,ci11,47.826231993934805
20.0,ci12,39.950493669760135
20.0,ci13,35.170028515683626
20.0,ci2,105.95286798179059
20.0,ci3,92.80754454342984
20.0,ci4,129.20935536738597
20.0,ci5,101.24352159468438
20.0,ci6,83.9452782379885
20.0,ci7,69.76146616541354
20.0,ci8,71.54987690792713
20.0,ci9,69.27736535662301
20.0,co1,16.088664621346684
20.0,co10,150.25255401772378
20.0,co11,180.11947019867551
20.0,co12,144.07074704430298
20.0,co13,172.28726210028017
20.0,co2,64.85011206574524
20.0,co3,141.30976824777994
20.0,co4,124.25850321888413
20.0,co5,116.3480885632367
20.0,co6,142.02129123026418
20.0,co7,156.7854518185227
20.0,co8,151.85842182890855
20.0,co9,134.51543481560176
30.0,ci1,108.32662701633357
30.0,ci10,55.95710699111626
30.0,ci11,45.66260443355241
30.0,ci12,45.13281923555896
30.0,ci13,20.93553826745164
30.0,ci2,77.84835916134914
30.0,ci3,80.95666575749311
30.0,ci4,128.4877578411981
30.0,ci5,110.7506011060351
30.0,ci6,87.14801620178588
30.0,ci7,63.62481221832749
30.0,ci8,52.272430025987305
30.0,ci9,63.87465753424657
30.0,co1,24.816007335603874
30.0,co10,111.83777124868836
30.0,co11,145.82148808616574
30.0,co12,117.38081521303057
30.0,co13,158.26541280448373
30.0,co2,55.239521759367
30.0,co3,141.45651214128034
30.0,co4,85.12972841191673
30.0,co5,112.38603785293205
30.0,co6,122.04567130919219
30.0,co7,129.30058097522908
30.0,co8,110.99325619435508
30.0,co9,125.94242389298893
40.0,ci1,50.757179801279435
40.0,ci10,59.14030789245446
40.0,ci11,48.37889927097238
40.0,ci12,43.0193232413179
40.0,ci13,2.910176025603724
40.0,ci2,49.254698231769694
40.0,ci3,45.11472951258704
40.0,ci4,80.4739800543971
40.0,ci5,105.41686507936508
40.0,ci6,57.49848942598187
40.0,ci7,47.861367013372956
40.0,ci8,51.66136068553622
40.0,ci9,56.95914171084682
40.0,co1,29.362958090134917
40.0,co10,101.35221862020059
40.0,co11,102.57194087715048
40.0,co12,64.4031556039173
40.0,co13,61.510876897133215
40.0,co2,48.59059359374226
40.0,co3,134.19369464361029
40.0,co4,95.53664267569856
40.0,co5,52.571586206896555
40.0,co6,127.05341365461847
40.0,co7,150.9211634292688
40.0,co8,81.18063943161634
40.0,co9,124.15386284722223
50.0,ci1,19.0
50.0,ci10,126.0
50.0,ci11,35.125
50.0,ci12,13.89
50.0,ci13,0.06880466472303208
50.0,ci2,56.294117647058826
50.0,ci3,31.27777777777778
50.0,ci4,124.02000000000001
50.0,ci7,70.08571428571429
50.0,ci8,81.87627118644068
50.0,ci9,49.08084656084656
50.0,co1,24.51875
50.0,co10,0.06666666666666667
50.0,co11,84.82000000000001
50.0,co13,67.57777777777778
50.0,co3,4.083333333333333
50.0,co4,7.471428571428572
50.0,co5,0.5555555555555556
50.0,co6,142.07264957264957
50.0,co7,166.47305699481865
50.0,co8,105.70833333333333
50.0,co9,16.9
