,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,21.4,8.9,2.33,3,21.4,3,123.9,92.3,5.00,2,123.9,2,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,250.3,200.4,5.00,1,250.3,1,220.7,171.5,6.84,25,220.7,25,141.8,112.4,3.11,18,141.8,18,0.0,0.0,0.00,0,0.0,0,82.0,58.6,2.50,16,82.0,16,211.4,153.4,8.81,16,211.4,16,250.3,200.4,5.00,1,250.3,1,0.0,0.0,0.00,0,0.0,0
2,1800,356.4,274.8,9.84,19,386.7,43,285.1,217.9,10.84,32,285.1,32,226.1,180.2,5.58,19,226.1,19,408.5,299.1,11.67,9,464.9,6,52.6,33.6,1.88,8,52.6,8,319.9,241.8,13.00,18,319.9,18,356.2,274.8,9.79,19,386.7,43,408.5,299.1,11.67,9,464.9,6
3,2400,431.5,324.6,12.63,16,439.5,64,355.0,250.1,22.24,34,355.0,34,255.5,202.6,7.83,30,255.5,30,447.3,347.1,16.20,5,458.2,4,90.6,67.4,3.00,18,90.6,18,356.0,268.7,17.31,13,356.0,13,431.5,324.6,12.63,16,439.5,64,447.3,347.1,16.20,5,458.2,4
4,3000,521.2,373.2,24.89,18,428.9,66,425.3,282.7,38.86,28,425.3,28,271.7,224.5,6.96,26,271.7,26,595.3,445.7,40.71,7,635.5,6,106.1,81.4,3.57,7,106.1,7,467.5,312.6,49.67,18,467.5,18,521.1,373.2,24.89,18,428.8,66,595.3,445.7,40.71,7,635.5,6
5,3600,578.2,406.2,37.89,27,469.6,51,439.6,280.5,46.70,27,439.6,27,251.6,199.8,7.38,26,251.6,26,621.5,422.8,56.85,13,658.9,11,83.3,64.1,2.38,13,83.3,13,500.6,327.2,60.72,18,500.6,18,578.1,406.2,37.89,27,469.6,51,621.5,422.8,56.85,13,658.9,11
6,Total,480.5,349.4,23.02,81,432.3,225,345.8,241.4,24.82,146,345.8,146,236.3,189.6,6.47,119,236.3,119,534.1,383.6,35.59,34,580.9,27,80.8,59.2,2.65,65,80.8,65,369.9,258.8,30.55,85,369.9,85,480.4,349.4,23.01,81,432.3,225,534.1,383.6,35.59,34,580.9,27
