,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,60.9,26.9,4.33,3,60.9,3,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,321.5,209.7,12.00,1,321.5,1,305.3,235.2,10.46,28,305.3,28,291.6,233.0,8.25,12,291.6,12,152.2,107.5,3.00,1,0.0,0,274.1,228.8,9.75,12,274.1,12,370.4,278.1,17.94,16,370.4,16,321.3,209.7,12.00,1,321.3,1,152.2,107.5,3.00,1,0.0,0
2,1800,535.6,408.8,16.87,15,469.5,39,497.7,347.2,30.70,33,497.7,33,401.7,320.4,11.25,28,401.7,28,492.5,337.1,31.33,3,862.7,1,494.3,445.1,13.29,7,494.3,7,562.6,397.4,39.07,14,562.6,14,535.6,408.8,16.87,15,469.5,39,492.5,337.1,31.33,3,862.7,1
3,2400,724.7,544.0,33.30,20,581.6,68,1008.1,746.1,74.50,2,1008.1,2,490.9,379.5,17.97,37,490.9,37,1157.0,857.8,93.60,5,1157.0,5,588.0,486.7,38.09,11,588.0,11,841.1,579.1,83.17,12,841.1,12,724.5,544.0,33.30,20,581.5,68,1157.0,857.8,93.60,5,1157.0,5
4,3000,902.2,630.3,73.00,15,594.0,63,1264.0,986.5,97.19,32,1264.0,32,566.6,454.7,22.84,31,566.6,31,1233.2,877.6,122.60,5,1382.7,4,947.8,824.0,55.00,4,947.8,4,1094.7,720.6,142.56,16,1094.7,16,900.4,629.6,72.53,15,593.6,63,1233.2,877.6,122.60,5,1382.7,4
5,3600,1132.7,823.6,92.81,16,649.1,64,1585.0,1264.8,113.43,23,1585.0,23,723.4,574.1,44.11,28,723.4,28,1718.1,1297.5,164.86,7,1718.1,7,1292.7,1141.9,74.20,10,1292.7,10,1274.7,863.7,157.33,21,1274.7,21,1130.5,823.1,92.00,16,648.5,64,1718.1,1297.5,164.86,7,1718.1,7
6,Total,813.5,594.8,52.40,67,583.6,235,880.4,679.6,60.80,118,880.4,118,520.1,411.6,22.22,136,520.1,136,1219.4,898.9,111.05,21,1423.9,17,640.8,553.4,34.13,47,640.8,47,863.1,590.3,93.89,79,863.1,79,812.5,594.6,52.10,67,583.3,235,1219.4,898.9,111.05,21,1423.9,17
