,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,0.0,0.0,0.00,0,0.0,0,401.9,346.9,8.60,15,401.9,15,302.9,254.2,7.00,9,302.9,9,0.0,0.0,0.00,0,0.0,0,175.0,143.1,5.13,15,175.0,15,370.7,322.6,7.38,8,370.7,8,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
2,1800,602.8,498.3,13.63,8,602.8,8,541.1,423.7,18.77,30,541.1,30,398.6,324.1,10.55,22,398.6,22,614.1,488.7,17.33,3,623.8,2,175.9,146.6,4.80,10,175.9,10,570.7,437.2,24.33,18,570.7,18,602.8,498.3,13.63,8,602.8,8,614.1,488.7,17.33,3,623.8,2
3,2400,843.0,671.6,21.29,17,830.2,41,563.4,445.2,19.64,22,563.4,22,496.0,397.0,13.92,24,496.0,24,809.9,611.2,38.00,7,941.1,5,170.0,138.2,4.91,11,170.0,11,653.7,479.3,41.07,14,653.7,14,842.9,671.6,21.29,17,830.2,41,809.9,611.2,38.00,7,941.1,5
4,3000,876.3,699.4,23.15,13,808.8,85,652.4,518.7,35.86,28,652.4,28,475.9,392.2,12.21,24,475.9,24,1071.9,808.7,73.67,3,1071.9,3,191.6,157.6,5.00,8,191.6,8,828.8,572.8,72.25,12,828.8,12,876.2,699.4,23.15,13,808.8,85,1071.9,808.7,73.67,3,1071.9,3
5,3600,926.1,734.7,44.95,19,817.4,43,835.3,648.0,58.18,28,835.3,28,474.4,387.4,13.17,29,474.4,29,1077.3,871.9,47.50,10,1130.8,7,131.5,104.7,4.09,11,131.5,11,879.2,663.1,61.00,20,879.2,20,925.9,734.7,44.95,19,817.3,43,1077.3,871.9,47.50,10,1130.8,7
6,Total,844.6,674.6,28.53,57,806.5,177,620.4,490.9,30.54,123,620.4,123,449.8,366.6,12.07,108,449.8,108,934.8,734.3,44.09,23,1005.0,17,167.9,137.2,4.80,55,167.9,55,693.3,518.0,43.88,72,693.3,72,844.5,674.6,28.53,57,806.5,177,934.8,734.3,44.09,23,1005.0,17
