,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,600,0.0,0,0.0,0,0.0,0,0.0,0,469.4,1,0.0,0,0.0,0,0.0,0
1,1200,0.0,0,665.7,27,857.4,15,1112.4,2,580.8,13,616.9,18,0.0,0,1153.8,1
2,1800,1280.4,21,724.3,30,908.5,19,1178.4,5,614.0,10,718.0,16,1608.7,1,1161.7,1
3,2400,1340.0,11,799.0,36,1011.9,23,1294.9,10,598.8,20,837.5,15,1547.5,2,1039.3,2
4,3000,1498.9,14,803.6,26,1059.8,25,1341.4,8,596.3,9,884.8,19,1584.7,2,1098.5,2
5,3600,1512.7,24,937.0,23,1084.0,30,1420.3,10,599.4,11,954.2,17,1597.5,1,1114.0,1
6,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
