,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
29,1800,1504.1,7,0.0,0,1013.3,6,1490.7,1,601.4,2,899.6,6,0.0,0,0.0,0
30,1860,0.0,0,1065.6,2,0.0,0,0.0,0,621.1,3,0.0,0,0.0,0,0.0,0
31,1920,1545.6,4,0.0,0,1095.5,4,1340.7,3,0.0,0,0.0,0,1518.8,1,1141.4,1
32,1980,0.0,0,0.0,0,0.0,0,1439.4,1,0.0,0,899.6,4,0.0,0,0.0,0
33,2040,1602.1,5,0.0,0,1179.6,7,0.0,0,660.7,4,0.0,0,0.0,0,0.0,0
34,2100,0.0,0,0.0,0,0.0,0,0.0,0,621.7,1,0.0,0,0.0,0,0.0,0
35,2160,1701.0,3,0.0,0,1158.7,7,1458.0,1,573.3,3,0.0,0,1408.3,1,0.0,0
36,2220,0.0,0,0.0,0,1250.8,1,1667.2,1,665.9,1,952.7,2,0.0,0,0.0,0
37,2280,1641.1,2,0.0,0,1136.2,3,1546.0,1,536.6,5,829.6,1,0.0,0,0.0,0
38,2340,0.0,0,0.0,0,1153.4,2,1257.6,1,612.1,3,1010.9,1,0.0,0,1256.6,1
39,2400,0.0,0,0.0,0,1235.4,3,1583.1,1,0.0,0,1023.5,4,0.0,0,0.0,0
40,2460,1704.0,2,1313.7,1,1164.2,4,1566.7,1,496.7,1,1023.1,1,0.0,0,0.0,0
41,2520,0.0,0,1317.3,1,1211.9,2,0.0,0,0.0,0,1115.4,1,0.0,0,0.0,0
42,2580,1817.9,3,0.0,0,1213.4,4,1297.3,2,598.0,1,1022.4,6,1438.3,1,1084.3,1
43,2640,0.0,0,1431.2,1,0.0,0,0.0,0,514.4,2,0.0,0,0.0,0,0.0,0
44,2700,1817.6,4,0.0,0,1233.8,11,0.0,0,0.0,0,1025.8,2,0.0,0,0.0,0
45,2760,0.0,0,0.0,0,0.0,0,1476.2,1,0.0,0,1062.6,6,0.0,0,0.0,0
46,2820,1936.8,4,1438.6,1,1205.2,5,1690.1,1,522.5,2,0.0,0,0.0,0,0.0,0
47,2880,0.0,0,1503.8,1,0.0,0,0.0,0,0.0,0,1024.4,2,0.0,0,0.0,0
48,2940,1921.5,2,1472.9,3,1189.2,3,1864.2,1,575.8,4,1113.8,3,1465.2,1,0.0,0
49,3000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
50,3060,1871.9,1,1527.8,3,1279.1,5,0.0,0,568.1,3,1198.3,4,0.0,0,0.0,0
51,3120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1107.8,3,0.0,0,0.0,0
52,3180,2013.6,2,1430.8,3,1274.3,5,0.0,0,491.1,2,1207.9,1,0.0,0,0.0,0
53,3240,0.0,0,1426.3,4,1220.6,3,1710.5,3,576.0,3,1100.5,1,0.0,0,0.0,0
54,3300,2069.8,1,0.0,0,1283.1,5,1754.7,1,0.0,0,1244.5,1,0.0,0,0.0,0
55,3360,2079.2,7,1612.6,6,1241.1,5,1753.8,2,0.0,0,1198.9,3,0.0,0,0.0,0
56,3420,0.0,0,1449.5,3,1228.1,1,1893.5,6,669.2,1,1148.1,2,0.0,0,1583.5,1
57,3480,2031.0,3,0.0,0,1205.5,8,0.0,0,609.8,2,0.0,0,0.0,0,0.0,0
58,3540,0.0,0,1647.0,3,0.0,0,0.0,0,504.8,1,1240.9,2,0.0,0,0.0,0
59,3600,2090.4,5,0.0,0,1213.0,2,1686.8,3,0.0,0,1263.6,4,0.0,0,1415.5,1
60,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
