,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,600,0.0,0,550.8,3,0.0,0,0.0,0,584.0,1,530.0,5,0.0,0,0.0,0
1,1200,1063.2,1,663.0,26,833.9,16,1092.3,2,567.0,17,527.3,13,0.0,0,1180.8,1
2,1800,1135.2,24,641.4,27,854.4,20,1041.6,8,582.9,9,648.3,19,1430.7,2,991.4,2
3,2400,1159.6,8,710.8,33,828.8,26,1052.4,8,572.0,18,619.1,17,1312.3,1,973.1,1
4,3000,1258.8,19,735.3,24,900.2,29,1128.9,12,552.8,8,649.6,22,1389.7,2,999.0,2
5,3600,1333.5,28,760.2,26,901.0,23,1148.8,8,554.5,11,641.7,18,1342.5,1,937.0,1
6,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
