,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,600,0.0,0,0.0,0,0.0,0,0.0,0,487.7,2,539.1,1,0.0,0,0.0,0
1,1200,1076.3,1,710.1,25,863.1,15,1051.8,2,550.4,11,660.4,18,0.0,0,993.7,1
2,1800,1301.1,15,770.0,28,917.0,16,1095.4,7,556.6,7,685.8,18,1373.2,2,971.5,2
3,2400,1366.7,17,781.9,44,1037.8,30,1163.7,8,540.4,17,703.3,16,1296.3,1,947.6,1
4,3000,1395.5,19,798.1,25,1018.2,32,1223.6,8,533.3,8,774.2,21,1407.7,2,1008.9,2
5,3600,1374.2,28,825.3,27,956.8,28,1295.5,13,537.8,13,761.7,19,1398.6,2,1020.8,2
6,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
