,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
29,1800,1057.8,2,0.0,0,902.0,2,1105.7,1,0.0,0,517.8,3,1428.4,1,0.0,0
30,1860,995.0,1,561.9,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
31,1920,1159.6,3,633.6,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
32,1980,0.0,0,0.0,0,732.4,1,0.0,0,0.0,0,498.1,3,0.0,0,0.0,0
33,2040,1170.6,4,0.0,0,922.9,1,0.0,0,0.0,0,0.0,0,1296.3,1,0.0,0
34,2100,0.0,0,610.4,3,0.0,0,975.3,2,606.9,1,0.0,0,0.0,0,1011.6,1
35,2160,1209.2,1,0.0,0,950.7,1,0.0,0,488.9,1,436.9,1,0.0,0,0.0,0
36,2220,0.0,0,571.8,5,0.0,0,0.0,0,552.1,1,530.1,1,0.0,0,0.0,0
37,2280,1207.2,2,0.0,0,913.8,1,819.3,1,611.7,1,549.5,2,0.0,0,818.3,1
38,2340,0.0,0,614.4,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
39,2400,1010.3,2,521.3,3,812.5,1,0.0,0,658.0,1,0.0,0,1293.3,1,0.0,0
40,2460,0.0,0,530.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
41,2520,0.0,0,0.0,0,1025.9,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
42,2580,0.0,0,554.3,1,0.0,0,1249.5,1,0.0,0,594.0,1,0.0,0,0.0,0
43,2640,1139.9,3,545.6,3,896.9,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
44,2700,0.0,0,0.0,0,0.0,0,0.0,0,529.7,1,0.0,0,0.0,0,0.0,0
45,2760,1083.4,2,581.8,1,903.4,1,1188.8,1,0.0,0,559.2,2,0.0,0,0.0,0
46,2820,0.0,0,589.0,6,0.0,0,0.0,0,606.1,1,0.0,0,0.0,0,0.0,0
47,2880,0.0,0,0.0,0,923.4,1,1094.7,2,0.0,0,564.5,1,1404.1,1,1052.4,1
48,2940,0.0,0,551.2,5,0.0,0,1121.4,1,545.7,1,0.0,0,0.0,0,0.0,0
49,3000,1226.0,1,0.0,0,827.7,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
50,3060,0.0,0,0.0,0,0.0,0,1059.7,1,0.0,0,560.4,2,0.0,0,0.0,0
51,3120,1093.0,1,572.4,2,865.6,3,0.0,0,610.6,1,0.0,0,0.0,0,0.0,0
52,3180,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
53,3240,1088.4,4,0.0,0,940.6,3,1033.3,1,0.0,0,489.6,1,1400.6,1,1032.1,1
54,3300,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
55,3360,0.0,0,541.7,3,802.8,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
56,3420,0.0,0,0.0,0,0.0,0,933.7,2,578.9,1,481.5,1,0.0,0,845.8,1
57,3480,1089.7,3,0.0,0,0.0,0,1161.7,1,0.0,0,0.0,0,0.0,0,0.0,0
58,3540,0.0,0,612.7,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
59,3600,0.0,0,0.0,0,893.6,6,0.0,0,498.5,1,505.8,3,1396.7,1,0.0,0
60,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
