,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2,180,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
3,240,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
4,300,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
5,360,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
6,420,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
7,480,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
8,540,0.0,0,0.0,0,0.0,0,0.0,0,481.0,1,440.7,1,0.0,0,0.0,0
9,600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,501.4,1,0.0,0,0.0,0
10,660,0.0,0,565.3,2,0.0,0,0.0,0,594.3,1,0.0,0,0.0,0,0.0,0
11,720,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,517.9,2,0.0,0,0.0,0
12,780,0.0,0,549.1,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
13,840,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,544.5,2,0.0,0,0.0,0
14,900,0.0,0,549.4,1,0.0,0,0.0,0,550.0,2,0.0,0,0.0,0,0.0,0
15,960,0.0,0,495.8,4,781.3,1,0.0,0,0.0,0,499.9,1,0.0,0,0.0,0
16,1020,0.0,0,539.9,1,846.4,1,0.0,0,521.9,2,0.0,0,0.0,0,0.0,0
17,1080,1058.6,1,0.0,0,0.0,0,1068.3,1,0.0,0,0.0,0,0.0,0,1067.2,1
18,1140,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
19,1200,0.0,0,584.6,4,905.4,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
20,1260,0.0,0,0.0,0,1076.9,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
21,1320,0.0,0,0.0,0,841.6,3,0.0,0,0.0,0,590.0,3,0.0,0,0.0,0
22,1380,0.0,0,616.8,3,736.6,1,0.0,0,538.2,2,656.6,2,0.0,0,0.0,0
23,1440,0.0,0,0.0,0,0.0,0,1090.5,4,532.4,2,608.2,1,0.0,0,1047.9,1
24,1500,0.0,0,602.4,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
25,1560,1068.5,1,0.0,0,881.4,2,0.0,0,0.0,0,0.0,0,1552.7,1,0.0,0
26,1620,0.0,0,0.0,0,0.0,0,858.6,1,0.0,0,577.0,2,0.0,0,857.6,1
27,1680,1078.1,2,631.7,1,917.9,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
28,1740,0.0,0,662.7,1,0.0,0,0.0,0,491.5,1,0.0,0,0.0,0,0.0,0
