,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,600,0.0,0,0.0,0,0.0,0,0.0,0,515.9,3,0.0,0,0.0,0,0.0,0
1,1200,1122.0,1,667.4,30,906.7,16,1086.3,1,551.8,14,603.5,20,0.0,0,0.0,0
2,1800,1256.2,11,704.0,32,898.0,11,1206.1,6,588.4,7,670.0,18,1626.7,1,1317.0,2
3,2400,1295.3,23,707.7,34,963.6,36,1292.4,9,567.8,14,719.7,16,1532.2,2,1245.9,2
4,3000,1321.3,17,736.4,25,950.8,29,1278.4,7,569.5,14,775.9,22,1459.0,2,1174.6,1
5,3600,1330.9,26,718.8,29,925.4,20,1410.5,12,575.2,12,817.1,17,1621.5,1,1319.8,2
6,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
