,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,88.1,62.1,4.25,4,88.1,4,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,107.7,85.2,4.00,1,107.7,1,106.9,82.3,3.75,4,106.9,4,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,239.7,193.6,6.00,1,239.7,1,148.5,101.3,5.26,31,148.5,31,126.7,92.2,4.10,20,126.7,20,0.0,0.0,0.00,0,0.0,0,98.1,75.4,4.14,14,98.1,14,148.0,106.4,5.31,16,148.0,16,239.7,193.6,6.00,1,239.7,1,0.0,0.0,0.00,0,0.0,0
2,1800,296.3,219.1,8.11,27,359.1,51,173.4,118.5,6.65,37,173.4,37,188.8,143.4,5.75,16,188.8,16,350.8,242.9,10.00,7,386.3,5,85.9,62.7,3.40,10,85.9,10,207.9,152.1,6.89,19,207.9,19,296.2,219.1,8.11,27,359.1,51,350.8,242.9,10.00,7,386.3,5
3,2400,340.5,233.0,10.27,15,436.6,63,188.8,129.2,6.68,31,188.8,31,188.2,143.7,5.58,33,188.2,33,329.1,240.9,11.22,9,339.0,7,92.0,68.6,3.48,21,92.0,21,219.8,158.9,7.39,18,219.8,18,340.4,233.0,10.27,15,436.3,63,329.1,240.9,11.22,9,339.0,7
4,3000,361.5,269.3,10.59,22,447.1,70,231.9,164.5,9.83,29,231.9,29,213.2,164.7,6.28,25,213.2,25,371.7,280.4,13.89,9,396.2,7,97.6,73.0,3.40,10,97.6,10,271.2,197.1,12.73,22,271.2,22,361.5,269.3,10.59,22,446.8,70,371.7,280.4,13.89,9,396.2,7
5,3600,415.1,302.7,14.23,30,440.7,78,178.1,125.2,6.84,25,178.1,25,214.0,166.0,6.00,26,214.0,26,370.1,271.9,16.42,12,375.6,11,91.2,69.9,3.67,9,91.2,9,287.7,217.3,15.81,16,287.7,16,415.1,302.7,14.23,30,440.7,78,370.1,271.9,16.42,12,375.6,11
6,Total,355.3,259.1,10.94,95,424.9,263,180.9,125.3,6.94,157,180.9,157,188.8,144.3,5.59,120,188.8,120,356.9,260.9,13.32,37,373.6,30,93.4,70.3,3.63,65,93.4,65,223.9,164.2,9.44,95,223.9,95,355.2,259.1,10.94,95,424.7,263,356.9,260.9,13.32,37,373.6,30
