,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,0.0,0.0,0.00,0,0.0,0,233.7,186.5,5.93,28,233.7,28,238.9,198.9,4.87,15,238.9,15,0.0,0.0,0.00,0,0.0,0,176.2,141.0,5.57,14,176.2,14,248.4,197.4,5.15,13,248.4,13,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
2,1800,473.5,389.9,9.94,16,576.7,40,289.3,217.3,10.46,24,289.3,24,268.5,221.6,5.53,15,268.5,15,527.2,413.9,12.17,6,540.7,4,133.5,105.6,4.55,11,133.5,11,337.3,263.4,8.52,21,337.3,21,473.4,389.9,9.94,16,576.6,40,527.2,413.9,12.17,6,540.7,4
3,2400,566.9,444.6,12.83,18,596.4,66,416.0,305.5,25.84,37,416.0,37,297.1,240.2,6.24,29,297.1,29,524.7,401.8,18.44,9,545.8,7,144.4,114.3,4.85,13,144.4,13,387.6,289.9,13.64,11,387.6,11,566.8,444.6,12.83,18,596.1,66,524.7,401.8,18.44,9,545.8,7
4,3000,662.6,488.6,32.94,16,676.1,40,506.2,353.6,46.13,23,506.2,23,320.8,256.5,8.50,30,320.8,30,556.7,418.2,29.83,6,578.9,5,132.7,94.5,5.57,7,132.7,7,472.3,360.4,26.26,19,472.3,19,662.3,488.6,32.88,16,676.0,40,556.7,418.2,29.83,6,578.9,5
5,3600,744.1,549.1,46.21,24,705.2,72,570.6,374.9,65.21,29,570.6,29,298.2,244.1,6.93,27,298.2,27,594.8,449.1,25.29,14,617.5,12,138.9,106.6,4.79,14,138.9,14,464.3,344.8,23.10,21,464.3,21,744.1,549.1,46.21,24,705.1,72,594.8,449.1,25.29,14,617.5,12
6,Total,624.9,476.2,27.38,74,643.3,218,404.7,289.0,30.67,141,404.7,141,292.3,237.6,6.72,116,292.3,116,558.7,425.6,22.06,35,581.7,28,147.2,114.8,5.03,59,147.2,59,391.8,298.5,16.24,85,391.8,85,624.8,476.2,27.36,74,643.2,218,558.7,425.6,22.06,35,581.7,28
