,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,155.9,132.0,4.33,3,155.9,3,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,0.0,0.0,0.00,0,0.0,0,218.3,166.2,6.96,28,218.3,28,217.0,166.1,6.00,13,217.0,13,0.0,0.0,0.00,0,0.0,0,124.1,98.8,4.13,15,124.1,15,205.1,141.5,6.94,18,205.1,18,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
2,1800,414.8,322.3,13.67,15,546.4,39,274.5,198.6,9.67,30,274.5,30,271.1,218.2,8.07,15,271.1,15,422.5,307.3,12.33,6,434.4,4,156.6,126.9,4.33,6,156.6,6,266.8,200.8,9.56,18,266.8,18,414.7,322.3,13.67,15,546.4,39,422.5,307.3,12.33,6,434.4,4
3,2400,465.9,355.4,13.67,18,518.5,66,320.6,235.5,13.20,41,320.6,41,361.2,291.8,11.00,29,361.2,29,467.6,356.1,19.10,10,512.9,8,155.0,124.7,4.11,18,155.0,18,356.3,260.0,17.43,14,356.3,14,465.8,355.4,13.67,18,518.4,66,467.6,356.1,19.10,10,512.9,8
4,3000,629.2,489.0,27.23,13,577.8,37,342.4,238.5,17.81,16,342.4,16,443.5,358.1,16.33,24,443.5,24,486.4,349.6,26.80,5,512.2,4,120.5,92.3,3.25,8,120.5,8,439.7,330.0,24.50,20,439.7,20,629.1,489.0,27.23,13,577.8,37,486.4,349.6,26.80,5,512.2,4
5,3600,705.4,546.3,25.19,26,640.0,74,792.2,637.0,42.14,22,792.2,22,514.0,421.3,17.78,27,514.0,27,571.8,438.2,24.07,14,639.7,11,186.3,154.9,5.73,15,186.3,15,456.6,345.1,23.39,18,456.6,18,705.4,546.3,25.19,26,639.7,74,571.8,438.2,24.07,14,639.7,11
6,Total,571.2,441.6,20.28,72,575.3,216,363.3,275.0,16.08,140,363.3,140,387.8,313.5,12.87,108,387.8,108,504.2,379.6,21.03,35,552.8,27,150.8,121.8,4.42,62,150.8,62,346.5,257.0,16.50,88,346.5,88,571.2,441.6,20.28,72,575.2,216,504.2,379.6,21.03,35,552.8,27
