,timeNo.:,delay1,stoped1,stops1,vehicle1,per delay1,pers1,delay2,stoped2,stops2,vehicle2,per delay2,pers2,delay3,stoped3,stops3,vehicle3,per delay3,pers3,delay4,stoped4,stops4,vehicle4,per delay4,pers4,delay5,stoped5,stops5,vehicle5,per delay5,pers5,delay6,stoped6,stops6,vehicle6,per delay6,pers6,delay7,stoped7,stops7,vehicle7,per delay7,pers7,delay8,stoped8,stops8,vehicle8,per delay8,pers8
0,600,0.0,0.0,0.00,0,0.0,0,76.8,52.0,1.75,4,76.8,4,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0,79.2,66.3,3.50,2,79.2,2,88.0,64.0,2.00,3,88.0,3,0.0,0.0,0.00,0,0.0,0,0.0,0.0,0.00,0,0.0,0
1,1200,168.2,143.0,4.00,1,168.2,1,145.9,99.7,4.57,30,145.9,30,150.5,104.8,4.95,20,150.5,20,164.6,83.0,17.00,1,164.6,1,101.7,69.8,4.14,14,101.7,14,166.1,113.0,8.22,18,166.1,18,168.2,143.0,4.00,1,168.2,1,164.6,83.0,17.00,1,164.6,1
2,1800,314.7,228.0,9.50,26,376.7,50,192.3,129.9,7.14,36,192.3,36,215.1,154.1,6.44,16,215.1,16,380.1,258.2,17.83,6,361.8,5,94.5,70.7,4.18,11,94.5,11,253.0,170.5,12.65,17,253.0,17,314.7,228.0,9.50,26,376.7,50,380.1,258.2,17.83,6,361.8,5
3,2400,336.6,226.9,10.07,14,368.1,62,191.8,127.6,7.67,33,191.8,33,194.5,145.3,6.52,33,194.5,33,418.4,283.1,23.63,8,411.1,6,104.8,77.1,4.53,15,104.8,15,357.4,233.0,32.57,14,357.4,14,336.5,226.9,10.07,14,368.1,62,418.4,283.1,23.63,8,411.1,6
4,3000,367.0,263.4,12.68,25,392.5,73,238.6,165.8,12.39,28,238.6,28,225.4,172.5,7.56,27,225.4,27,473.6,279.3,48.17,6,509.2,4,101.1,68.5,5.25,8,101.1,8,422.2,232.2,56.73,15,422.2,15,366.9,263.4,12.68,25,392.5,73,473.6,279.3,48.17,6,509.2,4
5,3600,383.1,273.5,18.48,31,380.4,55,224.7,148.0,13.17,30,224.7,30,233.8,174.9,8.09,22,233.8,22,550.6,327.5,62.73,15,561.0,14,116.2,71.7,4.92,13,116.2,13,479.4,279.0,65.60,20,479.4,20,383.0,273.5,18.48,31,380.4,55,550.6,327.5,62.73,15,561.0,14
6,Total,351.7,250.7,13.22,97,379.3,241,194.8,131.5,8.67,161,194.8,161,204.2,151.4,6.77,118,204.2,118,469.3,291.2,42.86,36,477.7,30,103.4,71.8,4.52,63,103.4,63,327.4,200.6,34.34,87,327.4,87,351.6,250.7,13.22,97,379.3,241,469.3,291.2,42.86,36,477.7,30
