,timeNo.:,traveltime1,vehicles1,traveltime2,vehicles2,traveltime3,vehicles3,traveltime4,vehicles4,traveltime5,vehicles5,traveltime6,vehicles6,traveltime7,vehicles7,traveltime8,vehicles8
0,600,0.0,0,496.8,4,0.0,0,0.0,0,547.7,2,504.0,3,0.0,0,0.0,0
1,1200,1003.9,1,569.6,29,782.6,20,1065.7,1,565.2,14,582.3,18,0.0,0,0.0,0
2,1800,1136.3,25,608.1,34,853.7,16,1258.8,6,569.9,11,658.9,17,1493.9,1,1575.4,1
3,2400,1150.0,11,606.6,31,836.3,33,1330.2,8,581.9,15,768.9,14,1390.0,2,1514.5,2
4,3000,1191.3,22,668.8,28,878.1,27,1376.9,6,568.8,8,817.2,15,1388.4,2,1433.9,2
5,3600,1216.0,30,655.7,30,881.2,22,1410.3,15,561.2,13,892.0,20,1369.1,1,1458.0,1
6,3600,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
