,date,time,name,origin,destination,distance,duration,speed
0,2023-03-07,21:52:59,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,39,21.96923076923077
1,2023-03-07,21:52:59,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,81,28.577777777777776
2,2023-03-07,21:52:59,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,56,22.114285714285717
3,2023-03-07,21:53:00,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,45,14.639999999999999
4,2023-03-07,21:53:00,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,36,16.700000000000003
5,2023-03-07,21:53:00,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,46,30.1304347826087
6,2023-03-07,21:53:00,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,40,18.540000000000003
7,2023-03-07,21:53:00,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,65,16.67076923076923
8,2023-03-07,21:53:00,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,53,34.505660377358495
9,2023-03-07,21:53:00,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,92,34.12173913043478
10,2023-03-07,21:53:00,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,100,30.996
11,2023-03-07,21:53:00,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,48,32.475
12,2023-03-07,21:53:00,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,93,25.780645161290323
13,2023-03-07,21:53:31,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,39,21.96923076923077
14,2023-03-07,21:53:31,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,82,28.229268292682928
15,2023-03-07,21:53:31,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,56,22.114285714285717
