,date,time,name,origin,destination,distance,duration,speed
0,2023-03-08,11:10:39,中三五路与濠东路人行横道,"113.438208,22.529375","113.432886,22.525924",688,71,34.88450704225352
1,2023-03-08,11:10:39,中山六路-上陂头路（T型口）,"113.431399,22.525319","113.428376,22.524079",344,47,26.348936170212767
2,2023-03-08,11:10:39,中三五路与长江路,"113.426261,22.523266","113.422398,22.52183",431,67,23.15820895522388
3,2023-03-08,11:10:40,中三四路与后塘路交叉口,"113.421657,22.521621","113.418657,22.520795",319,54,21.266666666666666
4,2023-03-08,11:10:40,中三四路与东文路交叉口,"113.417754,22.520549","113.409651,22.518366",870,75,41.76
5,2023-03-08,11:10:40,中三四路与起湾道交叉口,"113.407648,22.518103","113.403345,22.518529",443,85,18.76235294117647
6,2023-03-08,11:10:40,中三三路与东苑路交叉口,"113.402496,22.518537","113.40039,22.51875",215,45,17.2
7,2023-03-08,11:10:40,中三四路与库充大街人行横道,"113.399653,22.518838","113.397775,22.518976",194,33,21.163636363636364
8,2023-03-08,11:10:40,中三三路与兴中道交叉口,"113.396374,22.519067","113.392929,22.519443",359,56,23.07857142857143
9,2023-03-08,11:10:40,中三二路与华苑大街交叉口,"113.391748,22.519489","113.390324,22.51961",147,37,14.302702702702703
10,2023-03-08,11:10:40,中三二路与华柏路交叉口,"113.389834,22.519656","113.383326,22.51981",675,121,20.082644628099175
11,2023-03-08,11:10:40,中三二路与民生路交叉口,"113.381862,22.519739","113.375686,22.519593",639,95,24.214736842105264
12,2023-03-08,11:10:40,中三二路与悦来南路交叉口,"113.37406,22.519455","113.372273,22.519309",185,33,20.181818181818183
13,2023-03-08,11:10:51,中三五路与濠东路人行横道,"113.438208,22.529375","113.432886,22.525924",688,71,34.88450704225352
14,2023-03-08,11:10:51,中山六路-上陂头路（T型口）,"113.431399,22.525319","113.428376,22.524079",344,47,26.348936170212767
15,2023-03-08,11:10:51,中三五路与长江路,"113.426261,22.523266","113.422398,22.52183",431,67,23.15820895522388
16,2023-03-08,11:10:51,中三四路与后塘路交叉口,"113.421657,22.521621","113.418657,22.520795",319,54,21.266666666666666
17,2023-03-08,11:10:51,中三四路与东文路交叉口,"113.417754,22.520549","113.409651,22.518366",870,75,41.76
18,2023-03-08,11:10:51,中三四路与起湾道交叉口,"113.407648,22.518103","113.403345,22.518529",443,85,18.76235294117647
19,2023-03-08,11:10:51,中三三路与东苑路交叉口,"113.402496,22.518537","113.40039,22.51875",215,45,17.2
20,2023-03-08,11:10:51,中三四路与库充大街人行横道,"113.399653,22.518838","113.397775,22.518976",194,33,21.163636363636364
21,2023-03-08,11:10:51,中三三路与兴中道交叉口,"113.396374,22.519067","113.392929,22.519443",359,56,23.07857142857143
22,2023-03-08,11:10:51,中三二路与华苑大街交叉口,"113.391748,22.519489","113.390324,22.51961",147,37,14.302702702702703
