,date,time,name,origin,destination,distance,duration,speed
0,2023-03-08,10:12:26,中三五路与濠东路人行横道,"113.438208,22.529375","113.432886,22.525924",688,72,34.4
1,2023-03-08,10:12:27,中山六路-上陂头路（T型口）,"113.431399,22.525319","113.428376,22.524079",344,52,23.815384615384616
2,2023-03-08,10:12:27,中三五路与长江路,"113.426261,22.523266","113.422398,22.52183",431,63,24.628571428571426
3,2023-03-08,10:12:27,中三四路与后塘路交叉口,"113.421657,22.521621","113.418657,22.520795",319,47,24.434042553191492
4,2023-03-08,10:12:27,中三四路与东文路交叉口,"113.417754,22.520549","113.409651,22.518366",870,76,41.21052631578947
5,2023-03-08,10:12:27,中三四路与起湾道交叉口,"113.407648,22.518103","113.403345,22.518529",443,83,19.2144578313253
6,2023-03-08,10:12:27,中三三路与东苑路交叉口,"113.402496,22.518537","113.40039,22.51875",215,42,18.428571428571427
7,2023-03-08,10:12:27,中三四路与库充大街人行横道,"113.399653,22.518838","113.397775,22.518976",194,36,19.400000000000002
8,2023-03-08,10:12:27,中三三路与兴中道交叉口,"113.396374,22.519067","113.392929,22.519443",359,64,20.19375
9,2023-03-08,10:12:27,中三二路与华苑大街交叉口,"113.391748,22.519489","113.390324,22.51961",147,45,11.76
10,2023-03-08,10:12:27,中三二路与华柏路交叉口,"113.389834,22.519656","113.383326,22.51981",675,126,19.285714285714285
11,2023-03-08,10:12:27,中三二路与民生路交叉口,"113.381862,22.519739","113.375686,22.519593",639,92,25.00434782608696
12,2023-03-08,10:12:28,中三二路与悦来南路交叉口,"113.37406,22.519455","113.372273,22.519309",185,36,18.500000000000004
13,2023-03-08,10:12:38,中三五路与濠东路人行横道,"113.438208,22.529375","113.432886,22.525924",688,72,34.4
14,2023-03-08,10:12:38,中山六路-上陂头路（T型口）,"113.431399,22.525319","113.428376,22.524079",344,52,23.815384615384616
15,2023-03-08,10:12:38,中三五路与长江路,"113.426261,22.523266","113.422398,22.52183",431,63,24.628571428571426
16,2023-03-08,10:12:38,中三四路与后塘路交叉口,"113.421657,22.521621","113.418657,22.520795",319,47,24.434042553191492
17,2023-03-08,10:12:38,中三四路与东文路交叉口,"113.417754,22.520549","113.409651,22.518366",870,76,41.21052631578947
18,2023-03-08,10:12:38,中三四路与起湾道交叉口,"113.407648,22.518103","113.403345,22.518529",443,83,19.2144578313253
19,2023-03-08,10:12:38,中三三路与东苑路交叉口,"113.402496,22.518537","113.40039,22.51875",215,42,18.428571428571427
20,2023-03-08,10:12:38,中三四路与库充大街人行横道,"113.399653,22.518838","113.397775,22.518976",194,36,19.400000000000002
21,2023-03-08,10:12:38,中三三路与兴中道交叉口,"113.396374,22.519067","113.392929,22.519443",359,64,20.19375
22,2023-03-08,10:12:38,中三二路与华苑大街交叉口,"113.391748,22.519489","113.390324,22.51961",147,45,11.76
23,2023-03-08,10:12:38,中三二路与华柏路交叉口,"113.389834,22.519656","113.383326,22.51981",675,126,19.285714285714285
24,2023-03-08,10:12:39,中三二路与民生路交叉口,"113.381862,22.519739","113.375686,22.519593",639,92,25.00434782608696
25,2023-03-08,10:12:39,中三二路与悦来南路交叉口,"113.37406,22.519455","113.372273,22.519309",185,39,17.076923076923077
26,2023-03-08,10:12:49,中三五路与濠东路人行横道,"113.438208,22.529375","113.432886,22.525924",688,72,34.4
27,2023-03-08,10:12:49,中山六路-上陂头路（T型口）,"113.431399,22.525319","113.428376,22.524079",344,52,23.815384615384616
28,2023-03-08,10:12:49,中三五路与长江路,"113.426261,22.523266","113.422398,22.52183",431,62,25.0258064516129
29,2023-03-08,10:12:49,中三四路与后塘路交叉口,"113.421657,22.521621","113.418657,22.520795",319,47,24.434042553191492
30,2023-03-08,10:12:49,中三四路与东文路交叉口,"113.417754,22.520549","113.409651,22.518366",870,76,41.21052631578947
31,2023-03-08,10:12:49,中三四路与起湾道交叉口,"113.407648,22.518103","113.403345,22.518529",443,83,19.2144578313253
32,2023-03-08,10:12:49,中三三路与东苑路交叉口,"113.402496,22.518537","113.40039,22.51875",215,42,18.428571428571427
33,2023-03-08,10:12:49,中三四路与库充大街人行横道,"113.399653,22.518838","113.397775,22.518976",194,39,17.907692307692308
34,2023-03-08,10:12:49,中三三路与兴中道交叉口,"113.396374,22.519067","113.392929,22.519443",359,64,20.19375
35,2023-03-08,10:12:50,中三二路与华苑大街交叉口,"113.391748,22.519489","113.390324,22.51961",147,45,11.76
