,date,time,name,origin,destination,distance,duration,speed
0,2023-03-07,21:12:54,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,48,17.849999999999998
1,2023-03-07,21:12:54,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,86,26.91627906976744
2,2023-03-07,21:12:54,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,57,21.726315789473684
3,2023-03-07,21:12:54,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,54,12.2
4,2023-03-07,21:12:54,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,45,13.360000000000001
5,2023-03-07,21:12:54,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,49,28.285714285714285
6,2023-03-07,21:12:55,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,44,16.854545454545455
7,2023-03-07,21:12:55,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,66,16.418181818181818
8,2023-03-07,21:12:55,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,56,32.65714285714286
9,2023-03-07,21:12:55,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,102,30.776470588235295
10,2023-03-07,21:12:55,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,105,29.52
11,2023-03-07,21:12:55,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,51,30.564705882352943
12,2023-03-07,21:12:55,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,92,26.06086956521739
13,2023-03-07,21:13:25,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,48,17.849999999999998
14,2023-03-07,21:13:25,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,86,26.91627906976744
15,2023-03-07,21:13:25,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,54,22.933333333333334
16,2023-03-07,21:13:26,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,54,12.2
17,2023-03-07,21:13:26,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,45,13.360000000000001
18,2023-03-07,21:13:26,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,49,28.285714285714285
19,2023-03-07,21:13:26,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,44,16.854545454545455
20,2023-03-07,21:13:26,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,66,16.418181818181818
21,2023-03-07,21:13:26,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,56,32.65714285714286
22,2023-03-07,21:13:26,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,102,30.776470588235295
23,2023-03-07,21:13:26,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,105,29.52
24,2023-03-07,21:13:26,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,51,30.564705882352943
25,2023-03-07,21:13:26,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,92,26.06086956521739
26,2023-03-07,21:13:57,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,50,17.136
27,2023-03-07,21:13:57,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,89,26.008988764044943
28,2023-03-07,21:13:57,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,54,22.933333333333334
29,2023-03-07,21:13:57,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,48,13.725
30,2023-03-07,21:13:57,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,41,14.663414634146342
31,2023-03-07,21:13:57,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,51,27.176470588235293
32,2023-03-07,21:13:57,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,47,15.778723404255318
33,2023-03-07,21:13:57,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,67,16.17313432835821
34,2023-03-07,21:13:57,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,56,32.65714285714286
35,2023-03-07,21:13:57,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,99,31.70909090909091
36,2023-03-07,21:13:57,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,107,28.968224299065422
37,2023-03-07,21:13:57,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,48,32.475
38,2023-03-07,21:13:58,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,92,26.06086956521739
39,2023-03-07,21:14:28,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,50,17.136
40,2023-03-07,21:14:28,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,89,26.008988764044943
41,2023-03-07,21:14:28,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,53,23.36603773584906
42,2023-03-07,21:14:28,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,48,13.725
43,2023-03-07,21:14:28,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,41,14.663414634146342
44,2023-03-07,21:14:28,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,51,27.176470588235293
45,2023-03-07,21:14:28,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,47,15.778723404255318
46,2023-03-07,21:14:28,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,67,16.17313432835821
47,2023-03-07,21:14:28,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,56,32.65714285714286
48,2023-03-07,21:14:28,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,99,31.70909090909091
49,2023-03-07,21:14:29,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,107,28.968224299065422
50,2023-03-07,21:14:29,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,48,32.475
51,2023-03-07,21:14:29,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,92,26.06086956521739
52,2023-03-07,21:14:59,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,50,17.136
53,2023-03-07,21:14:59,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,89,26.008988764044943
54,2023-03-07,21:14:59,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,53,23.36603773584906
55,2023-03-07,21:14:59,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,48,13.725
56,2023-03-07,21:14:59,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,41,14.663414634146342
57,2023-03-07,21:14:59,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,51,27.176470588235293
58,2023-03-07,21:15:00,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,45,16.48
59,2023-03-07,21:15:00,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,67,16.17313432835821
60,2023-03-07,21:15:00,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,55,33.25090909090909
61,2023-03-07,21:15:00,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,99,31.70909090909091
62,2023-03-07,21:15:00,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,105,29.52
63,2023-03-07,21:15:00,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,48,32.475
64,2023-03-07,21:15:00,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,92,26.06086956521739
65,2023-03-07,21:15:30,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,50,17.136
66,2023-03-07,21:15:30,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,90,25.720000000000002
67,2023-03-07,21:15:30,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,53,23.36603773584906
68,2023-03-07,21:15:31,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,48,13.725
69,2023-03-07,21:15:31,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,41,14.663414634146342
70,2023-03-07,21:15:31,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,51,27.176470588235293
71,2023-03-07,21:15:31,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,45,16.48
72,2023-03-07,21:15:31,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,67,16.17313432835821
