,date,time,name,origin,destination,distance,duration,speed
0,2023-03-07,23:13:10,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,39,21.96923076923077
1,2023-03-07,23:13:10,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,70,33.068571428571424
2,2023-03-07,23:13:10,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,52,23.815384615384616
3,2023-03-07,23:13:11,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,45,14.639999999999999
4,2023-03-07,23:13:11,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,43,13.981395348837209
5,2023-03-07,23:13:11,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,48,28.875000000000004
6,2023-03-07,23:13:11,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,43,17.246511627906976
7,2023-03-07,23:13:11,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,60,18.06
8,2023-03-07,23:13:11,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,58,31.53103448275862
9,2023-03-07,23:13:11,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,97,32.36288659793814
10,2023-03-07,23:13:11,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,96,32.2875
11,2023-03-07,23:13:11,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,47,33.16595744680851
12,2023-03-07,23:13:11,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,76,31.547368421052635
13,2023-03-07,23:13:41,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,33,25.963636363636365
14,2023-03-07,23:13:41,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,68,34.04117647058823
15,2023-03-07,23:13:42,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,51,24.28235294117647
16,2023-03-07,23:13:42,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,45,14.639999999999999
17,2023-03-07,23:13:42,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,41,14.663414634146342
18,2023-03-07,23:13:42,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,47,29.489361702127663
19,2023-03-07,23:13:42,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,39,19.015384615384615
20,2023-03-07,23:13:42,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,61,17.763934426229508
21,2023-03-07,23:13:42,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,68,26.894117647058824
22,2023-03-07,23:13:42,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,104,30.184615384615388
23,2023-03-07,23:13:42,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,98,31.628571428571433
24,2023-03-07,23:13:42,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,44,35.42727272727273
25,2023-03-07,23:13:42,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,74,32.4
26,2023-03-07,23:14:13,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,33,25.963636363636365
27,2023-03-07,23:14:13,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,68,34.04117647058823
28,2023-03-07,23:14:13,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,51,24.28235294117647
29,2023-03-07,23:14:13,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,45,14.639999999999999
30,2023-03-07,23:14:13,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,41,14.663414634146342
31,2023-03-07,23:14:13,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,47,29.489361702127663
32,2023-03-07,23:14:13,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,39,19.015384615384615
33,2023-03-07,23:14:13,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,62,17.47741935483871
34,2023-03-07,23:14:13,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,68,26.894117647058824
35,2023-03-07,23:14:13,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,103,30.47766990291262
36,2023-03-07,23:14:13,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,98,31.628571428571433
37,2023-03-07,23:14:13,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,44,35.42727272727273
38,2023-03-07,23:14:14,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,74,32.4
39,2023-03-07,23:14:44,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,33,25.963636363636365
40,2023-03-07,23:14:44,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,68,34.04117647058823
41,2023-03-07,23:14:44,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,51,24.28235294117647
42,2023-03-07,23:14:44,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,45,14.639999999999999
43,2023-03-07,23:14:45,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,41,14.663414634146342
44,2023-03-07,23:14:45,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,47,29.489361702127663
45,2023-03-07,23:14:45,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,39,19.015384615384615
46,2023-03-07,23:14:45,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,62,17.47741935483871
47,2023-03-07,23:14:45,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,68,26.894117647058824
48,2023-03-07,23:14:45,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,103,30.47766990291262
49,2023-03-07,23:14:45,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,98,31.628571428571433
50,2023-03-07,23:14:45,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,44,35.42727272727273
51,2023-03-07,23:14:45,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,74,32.4
52,2023-03-07,23:15:15,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,34,25.2
53,2023-03-07,23:15:15,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,68,34.04117647058823
54,2023-03-07,23:15:16,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,51,24.28235294117647
55,2023-03-07,23:15:16,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,45,14.639999999999999
56,2023-03-07,23:15:16,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,41,14.663414634146342
57,2023-03-07,23:15:16,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,47,29.489361702127663
58,2023-03-07,23:15:16,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,39,19.015384615384615
59,2023-03-07,23:15:16,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,61,17.763934426229508
60,2023-03-07,23:15:16,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,68,26.894117647058824
61,2023-03-07,23:15:16,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,103,30.47766990291262
62,2023-03-07,23:15:16,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,99,31.309090909090912
63,2023-03-07,23:15:16,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,44,35.42727272727273
64,2023-03-07,23:15:17,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,74,32.4
65,2023-03-07,23:15:47,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,34,25.2
66,2023-03-07,23:15:47,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,68,34.04117647058823
67,2023-03-07,23:15:47,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,51,24.28235294117647
68,2023-03-07,23:15:47,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,45,14.639999999999999
69,2023-03-07,23:15:47,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,41,14.663414634146342
70,2023-03-07,23:15:47,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,47,29.489361702127663
71,2023-03-07,23:15:47,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,39,19.015384615384615
72,2023-03-07,23:15:47,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,61,17.763934426229508
73,2023-03-07,23:15:47,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,68,26.894117647058824
74,2023-03-07,23:15:48,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,103,30.47766990291262
75,2023-03-07,23:15:48,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,99,31.309090909090912
76,2023-03-07,23:15:48,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,44,35.42727272727273
77,2023-03-07,23:15:48,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,74,32.4
78,2023-03-07,23:16:18,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,34,25.2
79,2023-03-07,23:16:18,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,68,34.04117647058823
80,2023-03-07,23:16:18,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,51,24.28235294117647
81,2023-03-07,23:16:18,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,45,14.639999999999999
82,2023-03-07,23:16:18,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,41,14.663414634146342
83,2023-03-07,23:16:18,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,47,29.489361702127663
84,2023-03-07,23:16:18,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,39,19.015384615384615
85,2023-03-07,23:16:19,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,61,17.763934426229508
86,2023-03-07,23:16:19,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,68,26.894117647058824
87,2023-03-07,23:16:19,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,103,30.47766990291262
88,2023-03-07,23:16:19,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,97,31.954639175257736
89,2023-03-07,23:16:19,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,44,35.42727272727273
90,2023-03-07,23:16:19,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,74,32.4
91,2023-03-07,23:16:49,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,30,28.560000000000002
92,2023-03-07,23:16:49,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,68,34.04117647058823
93,2023-03-07,23:16:49,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,51,24.28235294117647
94,2023-03-07,23:16:49,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,45,14.639999999999999
95,2023-03-07,23:16:50,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,40,15.03
96,2023-03-07,23:16:50,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,47,29.489361702127663
97,2023-03-07,23:16:50,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,39,19.015384615384615
98,2023-03-07,23:16:50,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,60,18.06
99,2023-03-07,23:16:50,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,68,26.894117647058824
100,2023-03-07,23:16:50,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,103,30.47766990291262
101,2023-03-07,23:16:50,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,97,31.954639175257736
102,2023-03-07,23:16:50,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,44,35.42727272727273
103,2023-03-07,23:16:50,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,74,32.4
104,2023-03-07,23:17:20,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,41,20.897560975609757
105,2023-03-07,23:17:20,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,70,33.068571428571424
106,2023-03-07,23:17:21,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,54,22.933333333333334
107,2023-03-07,23:17:21,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,45,14.639999999999999
108,2023-03-07,23:17:21,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,39,15.415384615384616
109,2023-03-07,23:17:21,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,49,28.285714285714285
110,2023-03-07,23:17:21,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,43,17.246511627906976
111,2023-03-07,23:17:21,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,61,17.763934426229508
112,2023-03-07,23:17:21,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,59,30.996610169491525
113,2023-03-07,23:17:21,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,96,32.7
114,2023-03-07,23:17:21,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,98,31.628571428571433
115,2023-03-07,23:17:21,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,47,33.16595744680851
116,2023-03-07,23:17:21,中三五路与濠东路人行横道,"113.433242,22.525827","113.438362,22.52924",666,74,32.4
117,2023-03-07,23:17:51,中三二路与悦来南路交叉口,"113.371974,22.519177","113.374265,22.519394",238,41,20.897560975609757
118,2023-03-07,23:17:52,中三二路与民生路交叉口,"113.375752,22.519498","113.38199,22.519653",643,70,33.068571428571424
119,2023-03-07,23:17:52,中三二路与华柏路交叉口,"113.383365,22.519686","113.386675,22.519707",344,54,22.933333333333334
120,2023-03-07,23:17:52,中三二路与华苑大街交叉口,"113.388121,22.519578","113.389869,22.519423",183,45,14.639999999999999
121,2023-03-07,23:17:52,中三三路与兴中道交叉口,"113.390502,22.519369","113.392096,22.519219",167,39,15.415384615384616
122,2023-03-07,23:17:52,中三四路与库充大街人行横道,"113.392887,22.519152","113.396592,22.518856",385,49,28.285714285714285
123,2023-03-07,23:17:52,中三三路与兴中道交叉口,"113.39785,22.518781","113.399844,22.518576",206,43,17.246511627906976
124,2023-03-07,23:17:52,中三四路与起湾道交叉口,"113.399844,22.518576","113.402728,22.518351",301,61,17.763934426229508
125,2023-03-07,23:17:52,中三四路与东文路交叉口,"113.403307,22.518313","113.408221,22.517863",508,59,30.996610169491525
126,2023-03-07,23:17:52,中三四路与后塘路交叉口,"113.40982,22.518213","113.41795,22.520392",872,96,32.7
127,2023-03-07,23:17:52,中三五路与长江路,"113.418785,22.520625","113.426641,22.523204",861,98,31.628571428571433
128,2023-03-07,23:17:52,中山六路-上陂头路（T型口）,"113.428487,22.523968","113.432335,22.525481",433,47,33.16595744680851
