,date,time,name,origin,destination,distance,duration,speed
0,2023-03-08,10:41:55,中三五路与濠东路人行横道,"113.438208,22.529375","113.432886,22.525924",688,69,35.89565217391304
1,2023-03-08,10:41:55,中山六路-上陂头路（T型口）,"113.431399,22.525319","113.428376,22.524079",344,51,24.28235294117647
2,2023-03-08,10:41:55,中三五路与长江路,"113.426261,22.523266","113.422398,22.52183",431,62,25.0258064516129
3,2023-03-08,10:41:55,中三四路与后塘路交叉口,"113.421657,22.521621","113.418657,22.520795",319,55,20.88
4,2023-03-08,10:41:55,中三四路与东文路交叉口,"113.417754,22.520549","113.409651,22.518366",870,82,38.19512195121951
5,2023-03-08,10:41:55,中三四路与起湾道交叉口,"113.407648,22.518103","113.403345,22.518529",443,91,17.525274725274723
6,2023-03-08,10:41:55,中三三路与东苑路交叉口,"113.402496,22.518537","113.40039,22.51875",215,40,19.35
7,2023-03-08,10:41:55,中三四路与库充大街人行横道,"113.399653,22.518838","113.397775,22.518976",194,32,21.825
8,2023-03-08,10:41:56,中三三路与兴中道交叉口,"113.396374,22.519067","113.392929,22.519443",359,63,20.514285714285716
9,2023-03-08,10:41:56,中三二路与华苑大街交叉口,"113.391748,22.519489","113.390324,22.51961",147,41,12.907317073170733
10,2023-03-08,10:41:56,中三二路与华柏路交叉口,"113.389834,22.519656","113.383326,22.51981",675,132,18.40909090909091
11,2023-03-08,10:41:56,中三二路与民生路交叉口,"113.381862,22.519739","113.375686,22.519593",639,96,23.962500000000002
12,2023-03-08,10:41:56,中三二路与悦来南路交叉口,"113.37406,22.519455","113.372273,22.519309",185,37,18.0
13,2023-03-08,10:42:06,中三五路与濠东路人行横道,"113.438208,22.529375","113.432886,22.525924",688,70,35.38285714285715
14,2023-03-08,10:42:06,中山六路-上陂头路（T型口）,"113.431399,22.525319","113.428376,22.524079",344,51,24.28235294117647
15,2023-03-08,10:42:06,中三五路与长江路,"113.426261,22.523266","113.422398,22.52183",431,67,23.15820895522388
16,2023-03-08,10:42:06,中三四路与后塘路交叉口,"113.421657,22.521621","113.418657,22.520795",319,51,22.51764705882353
17,2023-03-08,10:42:06,中三四路与东文路交叉口,"113.417754,22.520549","113.409651,22.518366",870,75,41.76
18,2023-03-08,10:42:06,中三四路与起湾道交叉口,"113.407648,22.518103","113.403345,22.518529",443,86,18.54418604651163
19,2023-03-08,10:42:07,中三三路与东苑路交叉口,"113.402496,22.518537","113.40039,22.51875",215,40,19.35
20,2023-03-08,10:42:07,中三四路与库充大街人行横道,"113.399653,22.518838","113.397775,22.518976",194,33,21.163636363636364
21,2023-03-08,10:42:07,中三三路与兴中道交叉口,"113.396374,22.519067","113.392929,22.519443",359,64,20.19375
22,2023-03-08,10:42:07,中三二路与华苑大街交叉口,"113.391748,22.519489","113.390324,22.51961",147,44,12.027272727272727
23,2023-03-08,10:42:07,中三二路与华柏路交叉口,"113.389834,22.519656","113.383326,22.51981",675,122,19.918032786885245
24,2023-03-08,10:42:07,中三二路与民生路交叉口,"113.381862,22.519739","113.375686,22.519593",639,96,23.962500000000002
25,2023-03-08,10:42:07,中三二路与悦来南路交叉口,"113.37406,22.519455","113.372273,22.519309",185,37,18.0
26,2023-03-08,10:42:17,中三五路与濠东路人行横道,"113.438208,22.529375","113.432886,22.525924",688,70,35.38285714285715
27,2023-03-08,10:42:17,中山六路-上陂头路（T型口）,"113.431399,22.525319","113.428376,22.524079",344,51,24.28235294117647
28,2023-03-08,10:42:17,中三五路与长江路,"113.426261,22.523266","113.422398,22.52183",431,67,23.15820895522388
29,2023-03-08,10:42:17,中三四路与后塘路交叉口,"113.421657,22.521621","113.418657,22.520795",319,51,22.51764705882353
30,2023-03-08,10:42:18,中三四路与东文路交叉口,"113.417754,22.520549","113.409651,22.518366",870,75,41.76
31,2023-03-08,10:42:18,中三四路与起湾道交叉口,"113.407648,22.518103","113.403345,22.518529",443,86,18.54418604651163
32,2023-03-08,10:42:18,中三三路与东苑路交叉口,"113.402496,22.518537","113.40039,22.51875",215,40,19.35
33,2023-03-08,10:42:18,中三四路与库充大街人行横道,"113.399653,22.518838","113.397775,22.518976",194,33,21.163636363636364
34,2023-03-08,10:42:18,中三三路与兴中道交叉口,"113.396374,22.519067","113.392929,22.519443",359,64,20.19375
35,2023-03-08,10:42:18,中三二路与华苑大街交叉口,"113.391748,22.519489","113.390324,22.51961",147,44,12.027272727272727
36,2023-03-08,10:42:18,中三二路与华柏路交叉口,"113.389834,22.519656","113.383326,22.51981",675,122,19.918032786885245
37,2023-03-08,10:42:18,中三二路与民生路交叉口,"113.381862,22.519739","113.375686,22.519593",639,96,23.962500000000002
38,2023-03-08,10:42:18,中三二路与悦来南路交叉口,"113.37406,22.519455","113.372273,22.519309",185,37,18.0
39,2023-03-08,10:42:28,中三五路与濠东路人行横道,"113.438208,22.529375","113.432886,22.525924",688,70,35.38285714285715
40,2023-03-08,10:42:28,中山六路-上陂头路（T型口）,"113.431399,22.525319","113.428376,22.524079",344,51,24.28235294117647
41,2023-03-08,10:42:28,中三五路与长江路,"113.426261,22.523266","113.422398,22.52183",431,67,23.15820895522388
42,2023-03-08,10:42:29,中三四路与后塘路交叉口,"113.421657,22.521621","113.418657,22.520795",319,51,22.51764705882353
43,2023-03-08,10:42:29,中三四路与东文路交叉口,"113.417754,22.520549","113.409651,22.518366",870,75,41.76
44,2023-03-08,10:42:29,中三四路与起湾道交叉口,"113.407648,22.518103","113.403345,22.518529",443,86,18.54418604651163
45,2023-03-08,10:42:29,中三三路与东苑路交叉口,"113.402496,22.518537","113.40039,22.51875",215,40,19.35
46,2023-03-08,10:42:29,中三四路与库充大街人行横道,"113.399653,22.518838","113.397775,22.518976",194,33,21.163636363636364
47,2023-03-08,10:42:29,中三三路与兴中道交叉口,"113.396374,22.519067","113.392929,22.519443",359,64,20.19375
48,2023-03-08,10:42:29,中三二路与华苑大街交叉口,"113.391748,22.519489","113.390324,22.51961",147,44,12.027272727272727
49,2023-03-08,10:42:29,中三二路与华柏路交叉口,"113.389834,22.519656","113.383326,22.51981",675,122,19.918032786885245
50,2023-03-08,10:42:29,中三二路与民生路交叉口,"113.381862,22.519739","113.375686,22.519593",639,96,23.962500000000002
51,2023-03-08,10:42:29,中三二路与悦来南路交叉口,"113.37406,22.519455","113.372273,22.519309",185,37,18.0
52,2023-03-08,10:42:39,中三五路与濠东路人行横道,"113.438208,22.529375","113.432886,22.525924",688,70,35.38285714285715
53,2023-03-08,10:42:39,中山六路-上陂头路（T型口）,"113.431399,22.525319","113.428376,22.524079",344,51,24.28235294117647
54,2023-03-08,10:42:40,中三五路与长江路,"113.426261,22.523266","113.422398,22.52183",431,67,23.15820895522388
55,2023-03-08,10:42:40,中三四路与后塘路交叉口,"113.421657,22.521621","113.418657,22.520795",319,51,22.51764705882353
56,2023-03-08,10:42:40,中三四路与东文路交叉口,"113.417754,22.520549","113.409651,22.518366",870,75,41.76
57,2023-03-08,10:42:40,中三四路与起湾道交叉口,"113.407648,22.518103","113.403345,22.518529",443,86,18.54418604651163
58,2023-03-08,10:42:40,中三三路与东苑路交叉口,"113.402496,22.518537","113.40039,22.51875",215,40,19.35
59,2023-03-08,10:42:40,中三四路与库充大街人行横道,"113.399653,22.518838","113.397775,22.518976",194,33,21.163636363636364
60,2023-03-08,10:42:40,中三三路与兴中道交叉口,"113.396374,22.519067","113.392929,22.519443",359,64,20.19375
61,2023-03-08,10:42:40,中三二路与华苑大街交叉口,"113.391748,22.519489","113.390324,22.51961",147,36,14.7
62,2023-03-08,10:42:40,中三二路与华柏路交叉口,"113.389834,22.519656","113.383326,22.51981",675,122,19.918032786885245
63,2023-03-08,10:42:40,中三二路与民生路交叉口,"113.381862,22.519739","113.375686,22.519593",639,96,23.962500000000002
64,2023-03-08,10:42:40,中三二路与悦来南路交叉口,"113.37406,22.519455","113.372273,22.519309",185,37,18.0
